"subj_idx","trial","whichWorld","response","rt"
"30","X28",1,1,3.73
"31","X28",1,1,13.041
"32","X28",1,1,5.007
"33","X28",1,1,4.967
"35","X28",1,1,2.943
"36","X28",0,0,11.376
"37","X28",0,0,3.498
"38","X28",0,0,1.653
"39","X28",1,0,5.196
"40","X28",1,1,2.04
"41","X28",0,0,6.367
"42","X28",0,0,0.877
"43","X28",0,1,5.458
"45","X28",0,1,6.136
"46","X28",1,1,9.152
"47","X28",0,0,5.751
"48","X28",1,0,4.424
"49","X28",0,1,7.132
"1","X29",0,0,2.916
"2","X29",0,1,7.558
"3","X29",1,1,2.678
"4","X29",1,1,5.086
"5","X29",1,1,9.038
"6","X29",0,0,0.727
"7","X29",0,1,4.619
"8","X29",1,1,4.806
"10","X29",1,1,6.152
"11","X29",0,0,3.984
"12","X29",1,1,5.329
"13","X29",0,0,2.314
"15","X29",1,1,5.029
"16","X29",0,0,4.072
"17","X29",1,1,15.113
"18","X29",1,0,2.336
"19","X29",1,1,2.667
"20","X29",1,1,11.351
"21","X29",1,0,8.22
"22","X29",0,0,2.007
"23","X29",0,0,9.297
"24","X29",0,0,4.089
"25","X29",0,0,27.756
"27","X29",0,1,6.143
"28","X29",1,1,8.537
"29","X29",0,0,1.104
"30","X29",0,0,1.968
"31","X29",0,0,15.471
"32","X29",1,1,4.208
"33","X29",0,1,7.73
"35","X29",1,1,4.112
"36","X29",1,0,4.624
"37","X29",1,1,1.993
"38","X29",0,0,2.376
"39","X29",0,1,5.468
"40","X29",0,1,0.758
"41","X29",1,1,5.435
"42","X29",1,1,0.896
"43","X29",1,0,6.365
"44","X29",1,1,1.52
"45","X29",0,1,6.309
"46","X29",1,0,8.184
"47","X29",1,1,11.815
"48","X29",0,1,11.152
"49","X29",0,0,9.882
"1","X30",0,0,2.897
"2","X30",0,0,3.942
"3","X30",0,1,3.726
"4","X30",1,0,4.071
"5","X30",0,0,6.686
"6","X30",0,1,0.755
"7","X30",0,0,12.767
"8","X30",1,1,4.69
"10","X30",1,1,5.623
"11","X30",1,1,4.774
"12","X30",0,1,4.57
"13","X30",1,1,2.528
"15","X30",1,1,6.919
"16","X30",1,1,4.081
"17","X30",0,0,9.229
"19","X30",1,1,3.146
"20","X30",0,1,9.488
"21","X30",0,1,5.772
"22","X30",0,0,2.016
"23","X30",1,1,26.659
"24","X30",1,1,7.031
"25","X30",1,1,13.429
"27","X30",1,1,4.561
"28","X30",1,1,3.94
"29","X30",0,1,1.6
"30","X30",1,1,1.936
"31","X30",0,0,23.201
"32","X30",0,0,4.263
"33","X30",0,0,4.487
"35","X30",0,0,2.766
"36","X30",1,1,7.855
"37","X30",0,1,4.235
"38","X30",1,1,4.411
"39","X30",1,1,2.831
"40","X30",1,1,0.582
"41","X30",0,0,12.225
"42","X30",1,1,0.708
"43","X30",0,1,1.185
"44","X30",0,1,2.014
"45","X30",1,0,3.331
"46","X30",0,0,4.184
"47","X30",0,0,5.155
"48","X30",1,0,3.232
"1","X31",0,0,2.6
"2","X31",0,0,6.972
"3","X31",1,1,3.38
"4","X31",0,0,5.255
"5","X31",0,0,8.058
"6","X31",1,1,0.959
"7","X31",1,1,6.317
"8","X31",1,1,7.433
"9","X31",0,0,11.589
"10","X31",0,1,8.905
"11","X31",1,1,3.536
"12","X31",1,1,2.527
"13","X31",1,1,4.723
"15","X31",0,1,6.977
"16","X31",1,1,5.024
"17","X31",1,1,7.392
"18","X31",0,1,3.015
"19","X31",1,1,4.187
"20","X31",0,0,8.08
"21","X31",0,0,6.791
"22","X31",0,0,2.729
"23","X31",1,1,2.048
"24","X31",0,1,3.145
"25","X31",0,0,16.659
"26","X31",1,1,1.17
"27","X31",0,0,5.448
"28","X31",0,1,14.722
"29","X31",1,1,1.68
"30","X31",0,0,3.695
"31","X31",0,0,9.697
"32","X31",1,0,2.864
"33","X31",1,0,7.796
"34","X31",1,0,2.611
"35","X31",1,1,5.875
"36","X31",0,0,3.872
"37","X31",0,1,3.284
"38","X31",0,1,4.177
"39","X31",0,1,4.495
"41","X31",1,1,4.436
"42","X31",0,0,0.567
"43","X31",0,0,1.089
"44","X31",0,1,2.424
"45","X31",1,1,3.399
"46","X31",1,1,2.632
"47","X31",0,0,10.939
"48","X31",1,1,3.448
"49","X31",1,1,2.77
"1","X32",0,0,2.796
"2","X32",1,1,10.378
"3","X32",1,1,1.655
"4","X32",0,0,3.391
"5","X32",1,1,5.559
"6","X32",1,0,0.815
"8","X32",1,1,10.333
"10","X32",0,0,3.376
"12","X32",1,1,9.542
"13","X32",1,0,5.315
"15","X32",0,1,2.718
"16","X32",1,1,4.87
"17","X32",0,0,6.394
"18","X32",0,0,3.23
"19","X32",0,0,3.099
"20","X32",0,1,17.247
"21","X32",1,0,5.925
"22","X32",1,0,1.688
"23","X32",1,1,4.307
"24","X32",1,1,4.544
"25","X32",1,1,9.624
"27","X32",0,0,5.959
"28","X32",0,1,9.501
"29","X32",0,0,1.072
"30","X32",0,1,2.824
"31","X32",1,1,12.111
"32","X32",0,0,4.583
"33","X32",1,1,4.908
"35","X32",1,1,3.596
"36","X32",0,0,5.905
"37","X32",0,1,5.279
"38","X32",0,0,1.801
"39","X32",0,1,5.073
"41","X32",1,1,7.529
"42","X32",1,1,1.299
"43","X32",0,0,1.054
"44","X32",1,0,2.064
"45","X32",0,0,3.536
"46","X32",0,0,5.793
"47","X32",0,1,6.064
"48","X32",1,1,3.856
"49","X32",1,0,4.626
"1","X33",0,0,1.601
"2","X33",0,0,3.527
"3","X33",0,1,1.403
"4","X33",0,0,3.56
"5","X33",1,1,4.624
"6","X33",0,1,0.758
"7","X33",1,1,4.212
"8","X33",0,1,8.374
"10","X33",1,1,10.625
"11","X33",0,1,2.8
"12","X33",0,0,4.08
"13","X33",1,0,5.961
"15","X33",1,1,2.801
"16","X33",1,1,3.221
"17","X33",0,0,7.896
"18","X33",0,0,2.098
"19","X33",0,1,2.125
"20","X33",0,0,10.583
"21","X33",1,1,7.248
"22","X33",1,1,1.24
"23","X33",0,0,2.804
"24","X33",0,0,5.312
"25","X33",0,0,24.959
"27","X33",0,0,5.865
"28","X33",0,0,3.183
"29","X33",0,0,1.088
"30","X33",1,1,2.642
"31","X33",0,1,15.049
"32","X33",1,1,4.056
"33","X33",0,0,6.843
"34","X33",1,1,3.149
"35","X33",1,1,3.427
"36","X33",0,0,6.882
"37","X33",1,0,1.184
"38","X33",0,1,4.366
"39","X33",0,1,3.92
"41","X33",0,0,6.21
"42","X33",1,1,0.898
"43","X33",0,1,1.037
"44","X33",0,1,1.925
"45","X33",0,0,5.556
"46","X33",0,0,6.736
"47","X33",0,0,2.292
"48","X33",0,0,11.984
"49","X33",1,1,2.672
"1","X34",1,1,3.421
"2","X34",0,0,3.402
"3","X34",1,1,1.186
"4","X34",1,0,6.04
"5","X34",1,0,6.707
"6","X34",1,0,0.878
"7","X34",0,1,6.984
"8","X34",0,1,1.742
"10","X34",1,1,4.568
"11","X34",1,1,7.872
"12","X34",1,1,2.952
"13","X34",1,1,6.105
"15","X34",1,1,6.208
"16","X34",1,1,3.16
"17","X34",0,0,7.522
"18","X34",1,1,4.033
"19","X34",0,0,3.384
"20","X34",0,0,12.336
"21","X34",1,1,6.963
"22","X34",1,1,1.52
"23","X34",1,1,7.618
"24","X34",1,1,3.128
"25","X34",0,0,11.27
"26","X34",0,1,0.666
"27","X34",0,1,7.472
"28","X34",1,1,22.491
"29","X34",0,1,1.6
"30","X34",1,1,2.048
"31","X34",1,0,18.979
"32","X34",0,1,3.487
"33","X34",1,1,3.312
"34","X34",1,1,2.887
"35","X34",0,0,4.844
"36","X34",1,1,5.864
"37","X34",0,0,1.33
"38","X34",1,1,8.532
"39","X34",1,0,3.965
"40","X34",1,0,1.024
"41","X34",0,0,11.287
"42","X34",0,0,0.818
"43","X34",0,0,1.167
"44","X34",1,1,2.352
"45","X34",1,1,3.424
"46","X34",1,1,3.728
"47","X34",0,0,10.041
"48","X34",0,0,2.744
"49","X34",1,1,4.065
"1","X35",1,0,3.817
"2","X35",0,0,5.062
"3","X35",0,1,1.986
"4","X35",1,1,6.624
"5","X35",0,0,8.326
"6","X35",0,0,0.927
"7","X35",1,1,5.421
"8","X35",1,1,3.111
"10","X35",1,1,6.168
"11","X35",1,1,2.536
"12","X35",0,0,8.568
"13","X35",0,1,3.535
"15","X35",1,1,4.966
"16","X35",1,1,4.563
"17","X35",1,0,14.145
"18","X35",1,1,2.76
"19","X35",1,1,2.975
"20","X35",1,0,13.112
"21","X35",0,0,8.819
"22","X35",0,0,1.656
"23","X35",0,0,10.792
"24","X35",1,1,9.456
"25","X35",0,0,16.079
"26","X35",0,1,0.874
"27","X35",1,1,6.336
"28","X35",1,1,3.958
"29","X35",1,1,1.057
"30","X35",1,1,4.544
"31","X35",1,0,13.881
"32","X35",1,0,4.704
"33","X35",1,1,7.186
"34","X35",1,1,2.1
"35","X35",1,0,3.133
"36","X35",0,0,10.36
"37","X35",0,0,4.356
"38","X35",1,1,4.99
"39","X35",0,0,6.095
"40","X35",1,1,1.53
"41","X35",0,0,4.357
"42","X35",1,1,0.852
"43","X35",0,0,1.108
"44","X35",1,0,2.056
"45","X35",1,1,5.144
"46","X35",1,1,2.88
"47","X35",0,0,2.946
"48","X35",1,1,9.911
"49","X35",0,0,14.715
"1","X36",1,1,2.142
"2","X36",1,1,4.075
"3","X36",1,1,1.799
"4","X36",1,1,2.655
"5","X36",1,0,9.838
"6","X36",1,1,0.755
"7","X36",0,1,4.884
"8","X36",1,1,7.233
"10","X36",0,0,3.696
"11","X36",1,1,2.361
"12","X36",0,1,4.496
"13","X36",0,1,6.656
"15","X36",1,1,3.84
"16","X36",1,1,2.351
"17","X36",0,0,7.214
"18","X36",0,0,5.086
"19","X36",1,1,4.416
"21","X36",1,1,7.413
"22","X36",1,0,3.199
"23","X36",1,1,4.216
"24","X36",1,1,2.544
"25","X36",1,1,29.207
"27","X36",0,1,4.183
"28","X36",0,0,2.525
"29","X36",1,1,1.6
"30","X36",1,0,6.912
"31","X36",1,0,13.793
"32","X36",0,0,5.055
"33","X36",0,0,3.747
"34","X36",1,1,2.904
"35","X36",1,1,5.262
"36","X36",1,1,10.043
"37","X36",1,0,1.552
"38","X36",1,1,4.181
"39","X36",0,1,3.385
"40","X36",0,1,1.162
"41","X36",1,1,11.783
"42","X36",0,0,0.878
"43","X36",1,1,1.247
"45","X36",0,0,4.945
"46","X36",0,0,10.218
"47","X36",1,1,9.423
"48","X36",1,1,10.08
"49","X36",0,0,2.598
"1","X37",0,1,3.256
"2","X37",1,1,4.039
"3","X37",0,1,1.193
"4","X37",1,1,4.624
"5","X37",0,0,7.63
"6","X37",0,0,0.806
"7","X37",1,1,4.683
"8","X37",1,0,4.801
"10","X37",1,0,7.32
"11","X37",0,0,1.329
"12","X37",0,0,3.291
"13","X37",1,1,5.565
"15","X37",1,0,8.234
"16","X37",0,0,4.021
"17","X37",1,1,13.2
"18","X37",0,1,2.696
"19","X37",1,0,1.852
"20","X37",1,1,3.926
"21","X37",1,0,5.713
"22","X37",1,0,2.928
"23","X37",0,0,7.08
"24","X37",1,1,5.808
"25","X37",1,1,8.767
"26","X37",1,0,1.289
"27","X37",0,1,4.735
"28","X37",0,1,12.927
"29","X37",1,1,1.056
"30","X37",1,1,1.998
"31","X37",1,0,12.386
"32","X37",0,0,5.768
"33","X37",1,1,7.076
"34","X37",1,0,1.641
"35","X37",1,1,2.851
"36","X37",1,1,5.976
"37","X37",1,0,2.128
"38","X37",1,0,2.901
"39","X37",0,0,3.331
"41","X37",0,0,7.408
"42","X37",0,1,0.61
"43","X37",0,0,1.402
"45","X37",1,0,3.047
"46","X37",1,0,5.408
"47","X37",0,0,5.049
"48","X37",0,0,3.105
"49","X37",0,0,5.902
"1","X38",0,1,2.02
"2","X38",1,1,10.746
"3","X38",0,0,2.537
"4","X38",1,0,2.527
"5","X38",0,1,4.721
"6","X38",1,0,0.738
"7","X38",1,1,2.958
"8","X38",1,1,4.973
"10","X38",0,0,5.64
"12","X38",1,0,4.154
"13","X38",1,0,2.286
"15","X38",0,0,2.443
"16","X38",1,1,3.424
"17","X38",1,1,8.778
"18","X38",0,0,2.736
"19","X38",0,0,3.02
"20","X38",1,1,7.968
"21","X38",1,1,5.141
"22","X38",0,0,3.511
"23","X38",0,0,6.493
"24","X38",0,0,5.28
"25","X38",1,1,10.746
"26","X38",0,0,0.913
"27","X38",1,1,5.257
"28","X38",0,0,7.965
"29","X38",1,1,1.072
"30","X38",1,1,3.425
"31","X38",0,0,10.563
"32","X38",0,1,3.895
"33","X38",1,1,4.426
"34","X38",1,1,1.788
"35","X38",0,0,4.675
"36","X38",0,1,9.808
"37","X38",0,1,6.176
"38","X38",0,1,3.866
"39","X38",1,0,4.493
"41","X38",0,0,6.363
"42","X38",1,1,0.857
"43","X38",0,0,1.937
"44","X38",0,1,2.383
"45","X38",0,0,3.642
"46","X38",1,1,3.976
"47","X38",1,0,2.319
"48","X38",0,0,3.048
"49","X38",0,1,3.657
"1","X39",0,0,3.105
"2","X39",1,1,5.064
"3","X39",0,1,2.196
"4","X39",1,1,3.04
"5","X39",0,1,4.129
"6","X39",0,1,0.696
"7","X39",1,1,3.526
"8","X39",1,1,7.855
"10","X39",1,1,6.809
"11","X39",0,1,2.424
"12","X39",1,0,7.704
"13","X39",1,0,7.917
"15","X39",0,0,2.66
"16","X39",0,0,4.592
"17","X39",0,0,7.91
"18","X39",0,0,3.226
"19","X39",1,1,2.626
"20","X39",0,0,4.503
"21","X39",1,1,6.6
"22","X39",0,0,7.001
"23","X39",1,1,1.038
"24","X39",1,1,4.16
"25","X39",0,0,7.322
"26","X39",0,1,1.022
"27","X39",0,0,3.727
"28","X39",0,0,5.372
"29","X39",0,0,1.057
"31","X39",1,1,7.24
"32","X39",1,0,4.255
"33","X39",0,1,5.568
"34","X39",0,0,3.832
"35","X39",0,0,3.396
"36","X39",1,1,6.232
"37","X39",0,0,3.235
"38","X39",0,0,3.671
"39","X39",0,1,4.619
"41","X39",0,0,7.879
"42","X39",1,1,0.845
"43","X39",0,0,1.197
"44","X39",0,0,3.393
"45","X39",0,1,2.491
"46","X39",1,0,3.449
"47","X39",1,1,2.498
"48","X39",0,0,3.432
"49","X39",0,0,4.359
"1","X40",1,0,1.799
"2","X40",1,1,4.163
"3","X40",0,0,3.98
"4","X40",0,0,3.167
"5","X40",0,0,8.217
"6","X40",1,1,1.484
"7","X40",1,1,8.105
"8","X40",1,0,2.648
"10","X40",1,1,4.6
"11","X40",0,0,2.477
"12","X40",1,0,13.96
"13","X40",0,1,6.797
"15","X40",1,1,8.468
"16","X40",0,0,5.719
"17","X40",0,0,8.607
"18","X40",0,0,2.384
"19","X40",0,1,1.796
"20","X40",1,1,6.573
"21","X40",0,0,6.375
"22","X40",0,0,2.768
"23","X40",1,1,0.701
"24","X40",1,1,3.809
"25","X40",1,1,14.341
"27","X40",0,0,5.663
"28","X40",0,1,3.869
"29","X40",1,1,1.024
"30","X40",0,0,1.912
"31","X40",1,1,8.025
"32","X40",1,1,4.087
"33","X40",1,1,6.127
"34","X40",1,0,2.737
"35","X40",0,0,3.508
"36","X40",0,0,4.657
"37","X40",1,0,1.416
"38","X40",1,1,4.652
"39","X40",0,1,4.107
"40","X40",0,0,1.795
"41","X40",0,0,6.602
"42","X40",1,0,0.965
"43","X40",0,0,1.892
"44","X40",0,1,2.182
"46","X40",0,0,2.423
"47","X40",1,1,5.845
"48","X40",1,1,6.015
"49","X40",1,1,5.381
"1","X41",0,1,3.945
"2","X41",0,1,3.016
"3","X41",1,0,2.264
"4","X41",1,0,2.343
"5","X41",0,1,8.048
"6","X41",0,1,0.652
"7","X41",1,1,8.265
"8","X41",0,0,3.696
"10","X41",1,0,4.447
"11","X41",1,1,1.911
"12","X41",0,0,3.593
"13","X41",1,1,3.294
"15","X41",0,1,2.239
"16","X41",1,1,6.848
"17","X41",0,0,8.45
"18","X41",0,0,2.898
"19","X41",0,0,2.433
"20","X41",1,1,6.481
"21","X41",1,0,8.748
"22","X41",0,1,1.617
"23","X41",1,1,0.6
"24","X41",0,0,7.76
"25","X41",0,0,9.276
"27","X41",0,0,4.808
"29","X41",1,1,1.728
"30","X41",1,1,4.32
"31","X41",0,0,14.104
"32","X41",1,1,4.487
"33","X41",0,1,4.891
"34","X41",0,1,2.313
"35","X41",0,0,5.368
"36","X41",0,0,6.126
"37","X41",0,0,2.287
"38","X41",1,1,2.345
"39","X41",1,1,3.517
"40","X41",1,1,1.072
"41","X41",1,1,5.559
"42","X41",1,1,0.822
"43","X41",1,1,2.193
"44","X41",0,1,2.036
"45","X41",1,1,5.558
"46","X41",0,0,4.184
"47","X41",0,1,9.786
"48","X41",0,0,5.504
"49","X41",0,0,3.824
"1","X42",1,1,2.373
"2","X42",0,0,2.826
"3","X42",0,0,2.715
"4","X42",1,1,3.103
"5","X42",0,0,10.46
"6","X42",1,1,0.606
"7","X42",1,1,2.998
"8","X42",1,1,2.181
"10","X42",0,0,9.192
"11","X42",0,1,1.191
"12","X42",1,1,2.631
"13","X42",1,1,4.429
"15","X42",1,0,1.924
"16","X42",1,0,2.754
"17","X42",0,0,6.779
"18","X42",1,0,3.971
"19","X42",1,0,4.205
"20","X42",0,0,8.704
"21","X42",0,0,5.438
"22","X42",1,0,3.825
"24","X42",0,0,8.528
"25","X42",0,0,11.397
"26","X42",0,1,0.791
"27","X42",0,0,5.271
"28","X42",0,1,7.744
"29","X42",1,0,1.696
"30","X42",0,1,2.298
"31","X42",1,1,16.434
"32","X42",0,1,4.775
"33","X42",0,0,3.676
"35","X42",0,1,4.743
"36","X42",1,1,6.888
"37","X42",1,1,2.691
"38","X42",1,1,3.001
"39","X42",1,0,3.383
"40","X42",1,1,0.588
"41","X42",1,1,15.989
"42","X42",1,1,0.707
"43","X42",0,0,4.835
"44","X42",1,0,2.449
"45","X42",0,0,5.691
"46","X42",1,1,2.919
"47","X42",1,1,7.976
"48","X42",0,1,4.248
"49","X42",1,1,1.983
"1","X43",0,0,1.993
"2","X43",0,0,2.818
"3","X43",1,1,1.278
"4","X43",1,1,2.593
"5","X43",1,1,7.21
"6","X43",1,1,1.135
"7","X43",1,1,7.976
"8","X43",1,1,3.171
"9","X43",0,0,1.827
"10","X43",0,0,12.008
"11","X43",1,1,2.846
"12","X43",0,0,5.264
"13","X43",1,0,3.558
"15","X43",1,1,1.744
"16","X43",0,1,5.521
"17","X43",0,0,11.234
"18","X43",0,0,3.534
"19","X43",0,1,2.257
"20","X43",1,1,5.555
"21","X43",0,0,12.394
"22","X43",0,0,4.088
"24","X43",1,1,3.624
"25","X43",0,0,17.194
"26","X43",1,1,0.578
"27","X43",1,1,4.985
"28","X43",0,0,8.351
"29","X43",1,1,1.68
"30","X43",0,1,2.672
"31","X43",0,0,7.664
"32","X43",1,1,3.873
"33","X43",1,1,5.041
"34","X43",0,0,2.553
"35","X43",0,0,6.281
"36","X43",0,0,10
"37","X43",0,0,1.903
"38","X43",1,0,3.284
"39","X43",0,1,2.028
"40","X43",0,1,0.553
"41","X43",0,0,6.81
"42","X43",0,0,0.89
"43","X43",1,1,5.666
"45","X43",1,1,4.089
"46","X43",1,1,2.648
"47","X43",1,1,4.471
"48","X43",1,1,2.272
"49","X43",1,1,7.305
"1","X44",0,1,1.702
"2","X44",0,1,2.685
"3","X44",0,1,3.089
"4","X44",1,1,3.857
"5","X44",1,1,4.463
"6","X44",0,1,1.004
"7","X44",0,0,4.738
"8","X44",1,1,4.491
"10","X44",0,0,7.712
"11","X44",0,0,2.406
"12","X44",0,0,5.184
"13","X44",1,1,5.071
"15","X44",0,0,3.679
"16","X44",1,0,5.616
"17","X44",0,0,8.342
"18","X44",0,0,3.312
"19","X44",1,1,2.193
"20","X44",1,1,8.32
"21","X44",0,0,5.382
"22","X44",1,1,1.352
"24","X44",1,1,2.408
"25","X44",0,0,17.048
"26","X44",1,1,0.555
"27","X44",1,0,3.656
"28","X44",1,1,2.896
"29","X44",1,1,1.168
"30","X44",1,0,1.552
"31","X44",1,1,15.014
"32","X44",0,0,3.567
"33","X44",0,0,3.251
"35","X44",1,1,4.5
"36","X44",1,1,2.522
"37","X44",1,0,2.368
"38","X44",1,0,2.56
"39","X44",1,1,3.99
"40","X44",0,1,0.739
"41","X44",1,1,7.789
"43","X44",0,0,3.214
"44","X44",0,0,2.496
"45","X44",0,0,3.056
"46","X44",0,1,2.92
"47","X44",1,1,3.029
"48","X44",1,1,11.528
"49","X44",1,1,9.435
"1","X45",0,0,2.902
"2","X45",0,1,5.193
"3","X45",1,1,3.821
"4","X45",1,0,3.599
"5","X45",1,1,5.495
"6","X45",1,1,0.801
"7","X45",1,1,3.323
"8","X45",0,0,5.838
"9","X45",1,0,2.553
"10","X45",0,1,13.143
"11","X45",1,1,2.042
"12","X45",1,1,5.928
"13","X45",1,0,4.442
"15","X45",0,0,1.756
"16","X45",0,0,5.434
"17","X45",0,0,11.886
"18","X45",0,0,4.973
"19","X45",1,1,2.801
"20","X45",1,0,4.056
"21","X45",0,0,7.119
"22","X45",0,1,2.328
"24","X45",0,0,13.384
"25","X45",0,0,14.934
"27","X45",0,0,4.697
"28","X45",1,1,2.331
"29","X45",0,1,1.616
"30","X45",0,1,7.936
"31","X45",0,0,9.465
"32","X45",0,1,3.257
"33","X45",0,0,4.158
"34","X45",0,0,2.427
"35","X45",1,1,3.519
"36","X45",1,1,4.671
"37","X45",1,0,1.517
"38","X45",0,1,4.181
"39","X45",1,0,3.269
"41","X45",0,0,5.085
"42","X45",0,1,0.569
"43","X45",0,1,2.466
"44","X45",0,1,2.46
"45","X45",1,1,2.803
"46","X45",0,0,6.128
"47","X45",1,1,7.815
"48","X45",0,0,2.575
"49","X45",0,1,2.277
"1","X46",1,1,3.792
"2","X46",0,0,5.134
"3","X46",0,0,2.686
"4","X46",1,1,3.232
"5","X46",1,1,7.818
"6","X46",1,1,0.84
"7","X46",1,0,7.272
"8","X46",0,0,5.239
"10","X46",1,1,4.072
"11","X46",1,1,2.6
"12","X46",0,0,7.408
"13","X46",1,1,4.525
"15","X46",0,0,1.989
"16","X46",1,0,4.181
"17","X46",0,0,9.286
"18","X46",0,0,3.44
"19","X46",1,1,2.715
"20","X46",0,0,5.576
"21","X46",0,0,7.837
"22","X46",0,0,1.712
"24","X46",0,0,12.776
"25","X46",1,1,11.812
"27","X46",1,1,3.576
"28","X46",0,1,8.284
"29","X46",0,0,1.632
"30","X46",0,0,5.792
"31","X46",1,1,8.504
"32","X46",0,0,5.417
"33","X46",0,0,4.997
"35","X46",1,1,2.551
"36","X46",1,1,6.488
"37","X46",1,1,1.788
"38","X46",0,1,2.456
"39","X46",0,0,3.512
"40","X46",0,1,1.265
"41","X46",0,0,5.93
"42","X46",0,0,0.748
"43","X46",0,0,1.67
"44","X46",0,1,2.361
"45","X46",1,1,3.764
"46","X46",1,1,2.048
"47","X46",1,1,9.096
"48","X46",1,0,3.831
"1","X47",0,0,3.79
"2","X47",0,1,8.399
"3","X47",1,1,2.112
"4","X47",1,1,5.142
"5","X47",0,0,4.604
"6","X47",0,1,0.672
"7","X47",1,1,3.546
"8","X47",1,0,3.789
"9","X47",1,1,2.516
"10","X47",0,0,9.144
"11","X47",1,0,3.483
"12","X47",1,0,2.528
"13","X47",0,0,5.241
"15","X47",1,1,2.914
"16","X47",0,0,6.748
"17","X47",1,1,13.987
"18","X47",1,0,2.376
"19","X47",1,0,1.997
"20","X47",1,1,12.543
"21","X47",1,0,5.216
"22","X47",0,0,3.08
"24","X47",1,0,4.528
"25","X47",1,1,11.58
"27","X47",0,0,5.664
"28","X47",1,1,9.22
"29","X47",1,0,1.216
"30","X47",0,0,5.92
"31","X47",0,0,9.457
"32","X47",0,0,4.487
"33","X47",1,1,3.915
"35","X47",0,0,2.154
"36","X47",0,0,10.4
"37","X47",0,0,1.787
"38","X47",0,1,3.083
"39","X47",1,1,3.249
"40","X47",1,1,1.659
"41","X47",1,1,13.488
"42","X47",1,1,0.844
"43","X47",1,1,4.328
"44","X47",0,1,2.829
"45","X47",0,0,2.227
"46","X47",0,1,4.04
"48","X47",0,0,3.615
"49","X47",0,0,3.581
"1","X48",1,0,2.498
"2","X48",1,1,2.901
"3","X48",1,1,2.32
"4","X48",0,1,3.687
"5","X48",0,0,3.988
"6","X48",0,0,0.785
"7","X48",0,0,5.549
"8","X48",0,1,3.558
"9","X48",1,1,3.112
"10","X48",0,1,5.208
"11","X48",1,1,1.88
"12","X48",1,0,6.288
"13","X48",0,0,5.679
"15","X48",1,1,4.221
"16","X48",0,0,12.936
"17","X48",1,1,8.293
"18","X48",1,0,6.792
"19","X48",0,0,3.092
"20","X48",1,1,7.729
"21","X48",0,0,12.602
"22","X48",1,1,1.832
"24","X48",1,1,2.344
"25","X48",1,1,19.468
"27","X48",0,0,5.551
"28","X48",1,1,3.237
"29","X48",1,1,1.056
"30","X48",1,0,5.671
"31","X48",0,0,8.593
"32","X48",0,0,4.007
"33","X48",0,0,4.013
"34","X48",0,1,1.136
"35","X48",0,0,2.37
"36","X48",0,0,4.408
"37","X48",1,0,1.608
"38","X48",0,0,5.912
"39","X48",1,1,2.714
"40","X48",0,1,0.668
"41","X48",1,1,4.574
"42","X48",1,1,0.592
"43","X48",1,0,2.853
"44","X48",1,0,2.13
"45","X48",0,1,2.083
"46","X48",0,0,2.927
"47","X48",1,1,10.349
"48","X48",0,1,6
"49","X48",0,1,6.704
"1","X49",1,1,1.92
"2","X49",1,1,2.1
"3","X49",1,1,0.982
"4","X49",1,1,4.608
"5","X49",0,1,7.683
"6","X49",0,1,0.842
"7","X49",0,0,9.732
"8","X49",0,0,2.17
"9","X49",0,0,1.664
"10","X49",1,1,3.088
"12","X49",1,1,4.813
"13","X49",0,1,4.075
"15","X49",1,1,3.488
"16","X49",0,1,3.676
"17","X49",1,0,8.466
"18","X49",1,1,2.802
"19","X49",1,1,2.131
"20","X49",0,0,5.084
"21","X49",0,0,4.124
"22","X49",1,0,1.919
"24","X49",1,1,6.304
"25","X49",0,0,14.784
"27","X49",0,0,5.833
"28","X49",0,0,5.63
"29","X49",1,0,1.137
"30","X49",0,0,4.144
"31","X49",0,0,9.464
"32","X49",0,0,2.76
"33","X49",0,0,3.464
"34","X49",1,1,1.187
"35","X49",1,1,3.712
"36","X49",0,1,7.071
"37","X49",1,1,1.092
"38","X49",1,0,3.785
"39","X49",0,0,2.209
"40","X49",0,0,0.838
"41","X49",1,1,9.178
"43","X49",1,0,1.939
"44","X49",0,0,2.56
"45","X49",0,0,2.847
"46","X49",0,0,3.441
"47","X49",1,1,7.604
"48","X49",0,1,8.912
"1","X50",0,0,1.595
"2","X50",1,0,2.056
"3","X50",0,1,0.606
"4","X50",0,0,2.826
"5","X50",0,1,11.686
"6","X50",0,1,0.851
"7","X50",1,1,4.348
"8","X50",0,1,2.969
"10","X50",1,1,4.968
"11","X50",0,0,1.72
"12","X50",1,0,3.393
"13","X50",1,1,3.903
"15","X50",1,0,2.927
"16","X50",1,1,2.12
"17","X50",0,0,7.176
"18","X50",1,0,5.013
"19","X50",1,0,2.298
"20","X50",1,1,5.048
"21","X50",0,0,3.801
"22","X50",0,1,2.288
"24","X50",0,1,4.962
"25","X50",1,1,27.874
"26","X50",0,1,0.82
"27","X50",0,0,5.335
"28","X50",1,1,4.166
"29","X50",1,0,1.12
"30","X50",1,1,4.432
"31","X50",0,1,19.921
"32","X50",1,1,3.6
"33","X50",1,0,3.097
"34","X50",1,1,2.182
"35","X50",0,0,2.613
"36","X50",1,0,7.33
"37","X50",0,1,3.677
"38","X50",1,0,4.413
"39","X50",1,0,2.347
"40","X50",1,1,2.768
"41","X50",0,0,5.623
"42","X50",1,1,0.859
