"subj_idx","trial","desWorld","response","rt"
"89","X11",1,1,5.497
"90","X11",1,0,4.466
"91","X11",1,1,12.237
"92","X11",0,0,7.681
"93","X11",1,1,3.969
"94","X11",1,0,8.789
"95","X11",0,0,6.658
"96","X11",0,0,6.505
"97","X11",0,0,7.144
"98","X11",0,0,6.338
"99","X11",1,1,4.887
"100","X11",1,1,2.832
"2","X12",1,0,1.188
"3","X12",1,1,3.246
"4","X12",0,1,6.025
"6","X12",1,1,1.544
"7","X12",0,1,1.383
"8","X12",1,1,2.624
"9","X12",1,1,7.679
"11","X12",0,0,3.784
"12","X12",0,1,8.054
"13","X12",1,1,9.822
"14","X12",1,0,3.241
"15","X12",0,0,6.968
"16","X12",1,1,7.84
"17","X12",1,0,7.286
"18","X12",0,0,7.471
"19","X12",1,1,5.907
"20","X12",0,1,7.966
"21","X12",1,1,3.656
"22","X12",0,0,5.553
"23","X12",1,1,0.616
"24","X12",1,1,13.92
"25","X12",0,1,3.808
"26","X12",1,1,8.608
"27","X12",0,0,3.92
"28","X12",1,0,8.65
"29","X12",1,1,12.206
"30","X12",0,1,3.613
"31","X12",1,1,19.022
"32","X12",0,0,2.352
"33","X12",1,1,14.796
"34","X12",0,0,4.93
"36","X12",0,0,0.981
"37","X12",1,0,1.731
"38","X12",1,1,6.212
"39","X12",0,0,13.207
"40","X12",1,1,6.032
"41","X12",0,0,8.602
"42","X12",1,0,39.473
"43","X12",0,0,1.943
"44","X12",0,1,1.156
"45","X12",0,0,24.664
"46","X12",0,0,18.796
"47","X12",0,0,3.751
"48","X12",1,1,7.356
"49","X12",1,1,5.968
"50","X12",0,0,5.198
"51","X12",0,0,24.372
"53","X12",1,0,9.754
"54","X12",0,0,3.662
"55","X12",1,1,2.865
"56","X12",1,1,32.722
"57","X12",0,0,6.951
"58","X12",1,1,11.974
"59","X12",0,1,24.376
"60","X12",1,0,6.65
"61","X12",1,1,4.65
"62","X12",0,0,7.392
"63","X12",1,1,4.408
"64","X12",0,0,6.974
"65","X12",1,1,3.289
"66","X12",1,1,2.382
"67","X12",1,1,6.607
"68","X12",0,0,3.624
"69","X12",1,1,5.441
"70","X12",1,0,10.407
"71","X12",0,1,4.322
"72","X12",1,1,16.839
"73","X12",1,0,4.368
"74","X12",0,0,7.816
"75","X12",0,0,6.818
"76","X12",0,0,11.135
"78","X12",0,1,2.796
"79","X12",0,0,2.301
"80","X12",0,1,6.072
"81","X12",1,1,5.953
"82","X12",0,0,15.477
"83","X12",0,0,3.594
"84","X12",0,0,13.502
"85","X12",1,0,8.112
"86","X12",0,0,3.691
"88","X12",1,1,4.619
"89","X12",0,0,10.962
"90","X12",1,1,4.833
"91","X12",0,1,12.008
"92","X12",1,1,5.871
"93","X12",0,0,3.96
"95","X12",1,1,6.407
"96","X12",1,1,6.073
"97","X12",1,1,15.673
"98","X12",0,1,6.931
"99","X12",0,0,3.84
"100","X12",0,0,5.291
"2","X13",0,1,0.804
"3","X13",0,1,3.861
"4","X13",0,0,2.303
"6","X13",1,1,2.887
"7","X13",1,0,4.975
"8","X13",0,0,3.584
"9","X13",0,0,3.177
"11","X13",1,0,13.227
"12","X13",1,0,3.98
"13","X13",1,1,8.706
"14","X13",1,1,3.129
"15","X13",0,1,4.935
"16","X13",1,1,16.047
"17","X13",1,1,2.418
"18","X13",1,1,3.48
"19","X13",0,0,4.256
"20","X13",1,1,29.409
"21","X13",0,1,6.976
"22","X13",0,0,5.16
"24","X13",0,0,6.88
"25","X13",0,1,2.871
"26","X13",1,1,13.674
"27","X13",1,0,3.742
"28","X13",0,0,8.887
"29","X13",0,0,7.271
"30","X13",0,0,4.579
"31","X13",1,0,17.885
"32","X13",1,0,5.711
"33","X13",1,1,19.73
"34","X13",1,1,6.968
"36","X13",0,1,0.874
"37","X13",1,1,1.207
"38","X13",1,1,12.419
"39","X13",1,1,14.756
"40","X13",1,1,9.345
"41","X13",1,1,15.709
"42","X13",1,1,11.314
"43","X13",1,0,2.639
"44","X13",0,0,1.32
"45","X13",1,0,60.76
"46","X13",1,1,3.73
"47","X13",0,0,5.515
"48","X13",1,1,2.232
"49","X13",0,0,3.92
"50","X13",1,1,4.765
"51","X13",0,0,31.409
"53","X13",0,0,7.727
"54","X13",0,0,3.696
"55","X13",1,0,7.475
"56","X13",1,1,10.502
"57","X13",0,1,3.853
"58","X13",1,1,2.714
"59","X13",0,0,10.856
"60","X13",1,1,1.779
"61","X13",1,0,5.089
"62","X13",0,0,4.001
"63","X13",1,1,5.468
"64","X13",1,0,8.781
"65","X13",0,1,3.847
"66","X13",0,0,2.294
"67","X13",0,0,6.283
"68","X13",1,1,5.176
"69","X13",0,0,7.151
"70","X13",1,1,8.023
"71","X13",0,0,6.701
"72","X13",1,0,13.857
"73","X13",0,0,10.432
"74","X13",0,0,10.151
"75","X13",1,1,3.777
"76","X13",0,0,2.833
"78","X13",1,0,3.563
"80","X13",0,0,8.319
"81","X13",1,1,8.256
"82","X13",0,0,18.189
"83","X13",0,0,2.394
"84","X13",0,0,6.431
"85","X13",0,0,3.386
"86","X13",0,1,4.411
"88","X13",0,0,2.229
"89","X13",1,1,4.806
"90","X13",1,1,5.228
"91","X13",1,1,13.433
"92","X13",0,0,5.139
"93","X13",1,1,6.491
"94","X13",1,1,4.401
"95","X13",1,1,12.103
"96","X13",1,1,5.746
"97","X13",0,0,12.777
"98","X13",1,0,5.377
"99","X13",0,0,4.005
"100","X13",0,0,5.47
"2","X14",1,0,1.212
"3","X14",1,1,4.103
"4","X14",1,1,5.23
"6","X14",1,1,2.567
"7","X14",1,0,2.264
"8","X14",1,1,4.473
"9","X14",1,1,5.47
"11","X14",0,1,1.728
"12","X14",1,0,13.495
"13","X14",0,0,9.189
"14","X14",0,0,4.762
"15","X14",0,0,8.422
"16","X14",1,0,5.543
"17","X14",1,1,4.976
"18","X14",0,1,7.856
"19","X14",1,0,2.224
"20","X14",1,1,11.698
"21","X14",0,1,2.419
"22","X14",1,1,2.184
"24","X14",0,1,6.813
"25","X14",1,0,2.808
"26","X14",0,0,9.483
"27","X14",1,0,19.536
"28","X14",0,0,7.435
"29","X14",1,1,13.966
"30","X14",0,0,7.115
"31","X14",1,0,9.886
"32","X14",0,0,7.886
"33","X14",1,1,16.307
"34","X14",0,0,3.033
"36","X14",1,1,0.992
"37","X14",0,0,1.264
"38","X14",1,1,8.369
"39","X14",1,1,8.23
"40","X14",1,1,6.347
"41","X14",1,0,17.772
"42","X14",0,0,6.196
"43","X14",1,1,2.128
"44","X14",1,0,1.415
"45","X14",0,0,16.002
"46","X14",0,0,17.12
"47","X14",0,0,6.665
"48","X14",1,1,3.969
"49","X14",0,0,21.023
"50","X14",0,0,2.316
"51","X14",0,0,20.75
"53","X14",1,0,6.543
"54","X14",1,0,5.094
"55","X14",0,0,19.09
"56","X14",0,0,11.07
"57","X14",1,1,7.088
"58","X14",0,0,6.349
"59","X14",0,0,10.008
"60","X14",0,1,8.904
"61","X14",0,0,4.032
"62","X14",0,0,6.511
"63","X14",1,1,5.457
"64","X14",1,1,6.588
"65","X14",0,1,7.809
"66","X14",1,1,4
"67","X14",0,0,4.009
"68","X14",0,0,4.232
"69","X14",1,1,8.481
"70","X14",0,0,9.168
"71","X14",1,0,4.62
"72","X14",0,0,7.464
"73","X14",0,1,6.816
"74","X14",1,1,7.632
"75","X14",1,1,7.997
"76","X14",1,1,13.352
"78","X14",0,0,2.604
"79","X14",0,0,1.818
"80","X14",0,0,13.135
"81","X14",1,1,15.752
"82","X14",0,0,15.412
"83","X14",0,1,3.211
"84","X14",0,0,10.974
"85","X14",0,0,4.63
"86","X14",1,1,4.575
"88","X14",1,1,4.523
"89","X14",0,0,4.074
"90","X14",1,1,2.263
"91","X14",1,0,10.609
"92","X14",1,1,10.576
"93","X14",1,0,8.002
"94","X14",0,0,9.813
"95","X14",0,0,3.884
"96","X14",1,1,12.629
"97","X14",0,0,8.433
"98","X14",0,0,5.637
"99","X14",0,0,3.162
"100","X14",0,0,3.133
"2","X15",0,1,1.16
"3","X15",0,0,3.318
"4","X15",1,1,1.784
"6","X15",0,0,2.664
"7","X15",1,1,3.209
"8","X15",1,1,3.696
"9","X15",1,0,4.644
"11","X15",0,1,8.885
"12","X15",1,1,2.9
"13","X15",1,0,7.25
"14","X15",0,1,2.741
"15","X15",0,1,23.054
"16","X15",1,1,9.088
"17","X15",0,1,4.304
"18","X15",0,0,8.624
"19","X15",1,1,1.343
"20","X15",0,0,1.984
"21","X15",0,0,8.711
"22","X15",1,1,5.728
"24","X15",0,0,8.764
"25","X15",1,1,1.848
"26","X15",1,1,9.764
"27","X15",0,0,10.675
"28","X15",0,0,6.314
"29","X15",1,1,14.298
"30","X15",0,1,1.82
"31","X15",1,1,23.423
"32","X15",1,1,6.88
"33","X15",1,1,23.497
"34","X15",0,1,5.951
"36","X15",0,0,0.955
"37","X15",0,0,1.27
"38","X15",0,1,5.851
"39","X15",0,0,3.691
"40","X15",0,1,10.71
"41","X15",0,0,10.624
"42","X15",0,0,25.567
"43","X15",1,1,1.553
"44","X15",0,1,1.109
"45","X15",0,0,12.088
"46","X15",1,1,4.895
"47","X15",1,0,7.068
"48","X15",0,0,2.704
"49","X15",1,1,6.104
"50","X15",1,1,9.59
"51","X15",0,0,30.636
"53","X15",0,0,4.473
"54","X15",1,1,3.97
"55","X15",0,0,6.317
"56","X15",1,0,9.454
"57","X15",0,0,3.508
"58","X15",1,1,9.34
"59","X15",0,0,10.249
"60","X15",0,0,3.799
"61","X15",1,1,2.152
"62","X15",1,0,6.281
"63","X15",0,0,6.8
"64","X15",0,0,4.386
"65","X15",1,1,1.688
"66","X15",1,1,2.178
"67","X15",1,1,2.159
"68","X15",0,0,4.696
"69","X15",1,1,7.888
"70","X15",1,1,8.463
"71","X15",1,1,4.391
"72","X15",1,1,4.753
"73","X15",1,0,16.094
"74","X15",1,0,8.087
"75","X15",1,1,11.84
"76","X15",1,1,5.112
"78","X15",1,1,1.912
"80","X15",0,0,8.639
"81","X15",1,1,9.168
"82","X15",1,1,13.463
"83","X15",0,1,2.373
"84","X15",1,1,14.312
"85","X15",1,0,2.856
"86","X15",1,1,3.947
"88","X15",0,1,2.657
"89","X15",1,1,6.174
"91","X15",0,0,14.931
"92","X15",1,1,8.776
"93","X15",0,0,4.793
"94","X15",1,1,2.832
"95","X15",0,0,2.442
"96","X15",0,0,20.151
"97","X15",0,0,10.704
"98","X15",0,1,6.764
"99","X15",1,0,4.794
"100","X15",1,1,5.713
"2","X16",1,1,1.173
"3","X16",1,1,3.848
"4","X16",1,1,5.328
"6","X16",1,0,3.312
"7","X16",0,0,1.472
"8","X16",0,0,6.96
"9","X16",1,1,4.259
"11","X16",0,0,5.677
"12","X16",0,1,3.633
"14","X16",1,1,1.58
"15","X16",0,0,8.342
"16","X16",1,1,6.464
"17","X16",1,1,7.63
"18","X16",0,0,8.85
"19","X16",0,0,5.468
"20","X16",1,1,3.728
"21","X16",1,1,2.16
"22","X16",0,0,2.376
"24","X16",0,1,18.017
"25","X16",1,1,3.032
"26","X16",0,0,6.566
"27","X16",1,1,4.811
"28","X16",1,0,6.472
"29","X16",0,0,8.701
"30","X16",1,1,4.593
"31","X16",1,1,3.048
"32","X16",0,0,9.2
"33","X16",0,0,13.518
"34","X16",1,1,4.329
"36","X16",1,0,0.929
"37","X16",1,1,1.244
"38","X16",1,1,4.326
"39","X16",1,0,13.504
"40","X16",0,0,9.26
"41","X16",1,0,14.79
"42","X16",0,0,44.676
"43","X16",0,1,1.24
"44","X16",1,1,1.259
"45","X16",0,0,25.44
"46","X16",1,1,10.952
"47","X16",1,1,8.072
"48","X16",0,0,2.323
"49","X16",1,1,5.984
"50","X16",1,1,3.559
"51","X16",1,1,18.795
"53","X16",0,0,6.287
"54","X16",0,0,5.935
"55","X16",0,0,7.271
"56","X16",0,0,19.372
"57","X16",0,0,20.007
"58","X16",1,0,7.329
"59","X16",1,1,7.904
"60","X16",0,0,8.919
"61","X16",1,1,4.425
"62","X16",1,1,7.775
"63","X16",1,1,6.56
"64","X16",0,0,4.482
"65","X16",0,1,1.734
"66","X16",1,1,2.46
"67","X16",0,0,3.883
"68","X16",0,0,6.968
"69","X16",1,1,8.328
"70","X16",0,0,10.416
"71","X16",0,1,6.826
"72","X16",1,1,12.224
"73","X16",1,1,13.521
"74","X16",0,0,6.656
"75","X16",1,1,7.072
"76","X16",1,1,4.36
"78","X16",0,1,1.479
"79","X16",0,0,2.383
"80","X16",0,0,9.617
"81","X16",0,0,11.319
"82","X16",1,1,34.156
"83","X16",1,1,3.511
"84","X16",0,0,6.439
"86","X16",0,1,11.807
"88","X16",0,0,2.571
"89","X16",1,1,4.152
"90","X16",0,1,3.546
"91","X16",0,0,8.78
"92","X16",0,0,13.168
"93","X16",1,1,4.903
"94","X16",0,0,4.136
"95","X16",1,0,2.569
"96","X16",0,0,8.504
"97","X16",0,0,9.152
"98","X16",0,1,8.594
"100","X16",1,1,5.884
"2","X17",0,1,1.588
"3","X17",0,1,5.199
"4","X17",1,1,4.617
"6","X17",1,1,2.152
"7","X17",1,1,1.903
"8","X17",1,1,3.807
"9","X17",0,0,4.913
"11","X17",0,0,3.776
"12","X17",0,1,9.959
"13","X17",1,1,7.18
"14","X17",0,1,6.558
"15","X17",1,1,6.659
"16","X17",1,0,6.288
"17","X17",1,1,5.892
"18","X17",0,1,17.98
"19","X17",0,1,2.656
"20","X17",0,0,5.462
"21","X17",1,1,3.28
"22","X17",1,0,4.465
"24","X17",0,0,10
"25","X17",0,0,2.56
"26","X17",0,0,5.576
"27","X17",1,1,3.008
"28","X17",0,0,5.821
"29","X17",0,0,8.041
"30","X17",1,1,1.748
"31","X17",0,1,11.114
"32","X17",0,1,4.049
"33","X17",0,0,18.871
"34","X17",1,1,5.06
"36","X17",1,1,0.598
"37","X17",1,0,1.326
"38","X17",1,1,7.528
"39","X17",1,1,6.708
"40","X17",1,0,6.711
"41","X17",1,1,10.719
"42","X17",0,0,15.151
"43","X17",1,1,3.447
"44","X17",0,1,1.116
"45","X17",0,0,24.744
"46","X17",1,1,2.673
"47","X17",1,0,5.065
"48","X17",1,1,7.192
"49","X17",0,0,6.104
"50","X17",1,1,12.974
"51","X17",0,0,23.33
"53","X17",1,1,5.863
"54","X17",0,0,4.185
"55","X17",1,1,20.25
"56","X17",1,0,12.781
"57","X17",1,0,4.831
"58","X17",1,1,12.739
"59","X17",0,0,7.064
"60","X17",0,0,1.731
"61","X17",0,0,2.553
"62","X17",1,0,6.129
"63","X17",0,1,10.423
"64","X17",1,1,2.619
"65","X17",1,1,1.816
"66","X17",0,1,2.892
"67","X17",1,1,5.605
"68","X17",1,0,8.936
"69","X17",1,1,6.112
"70","X17",0,1,9.336
"71","X17",1,1,2.692
"72","X17",1,1,7.056
"73","X17",0,0,8.319
"74","X17",0,0,13.56
"75","X17",1,1,15.808
"76","X17",0,0,4.071
"78","X17",0,0,1.669
"79","X17",1,1,2.927
"80","X17",0,0,12.568
"81","X17",1,1,11.311
"82","X17",1,1,26.501
"83","X17",1,1,3.693
"84","X17",0,0,6.751
"85","X17",0,1,2.936
"86","X17",1,1,3.493
"88","X17",1,1,2.134
"89","X17",0,0,5.517
"90","X17",0,1,3.39
"91","X17",1,1,12.759
"92","X17",0,0,3.528
"93","X17",0,0,3.605
"94","X17",0,0,3.823
"95","X17",0,0,6.648
"96","X17",1,1,3.571
"97","X17",1,1,12.312
"98","X17",1,1,6.069
"99","X17",0,1,3.15
"100","X17",1,0,4.964
"2","X18",1,0,2.212
"3","X18",0,0,3.301
"4","X18",1,1,9.847
"6","X18",1,0,7.611
"7","X18",0,0,1.936
"8","X18",1,1,4.535
"9","X18",1,1,4.589
"11","X18",1,1,2.328
"12","X18",1,1,6.985
"13","X18",0,1,5.686
"14","X18",0,0,3.269
"15","X18",0,0,7.056
"16","X18",0,1,11.136
"17","X18",1,1,5.388
"18","X18",0,1,9.703
"19","X18",0,0,3.735
"20","X18",1,1,2.772
"21","X18",1,1,4.962
"22","X18",0,1,4.536
"24","X18",1,1,11.417
"25","X18",1,0,1.871
"26","X18",0,0,8.879
"27","X18",0,1,5.403
"28","X18",0,0,4.377
"29","X18",0,0,11.547
"30","X18",1,1,1.856
"31","X18",0,0,6.124
"32","X18",0,0,6.816
"33","X18",0,0,19.527
"34","X18",1,1,5.232
"36","X18",1,1,1.06
"37","X18",0,0,2.263
"38","X18",0,0,11.248
"39","X18",1,1,6.191
"40","X18",0,1,10.152
"41","X18",1,1,13.739
"42","X18",0,0,11.674
"43","X18",1,1,1.304
"44","X18",0,0,1.854
"45","X18",0,0,11.36
"46","X18",1,1,2.771
"47","X18",1,1,2.627
"48","X18",0,0,3.824
"49","X18",1,1,13.999
"50","X18",1,1,3.223
"51","X18",1,1,10.912
"53","X18",0,0,5.761
"54","X18",1,1,5.297
"55","X18",0,1,7.088
"56","X18",0,0,28.514
"57","X18",1,1,4.117
"58","X18",1,1,4.521
"59","X18",1,1,18.232
"60","X18",1,1,6.71
"61","X18",1,1,2.345
"62","X18",0,1,7.335
"63","X18",1,1,5.811
"64","X18",0,1,10.714
"65","X18",1,1,2.76
"66","X18",1,1,1.653
"67","X18",1,1,4.518
"68","X18",0,1,3.879
"69","X18",0,0,10.303
"70","X18",1,1,13.487
"71","X18",0,0,3.829
"72","X18",1,1,6.209
"73","X18",0,0,9.008
"74","X18",0,0,6.568
"75","X18",1,1,3.584
"76","X18",0,0,3.887
"78","X18",0,1,2.38
"79","X18",0,0,3.492
"80","X18",1,1,5.992
"81","X18",1,1,18.12
"82","X18",1,1,22.517
"83","X18",1,0,2.199
"84","X18",1,1,15.679
"85","X18",1,0,4.371
"86","X18",1,1,4.27
"88","X18",0,0,2.493
"89","X18",0,0,10.541
"90","X18",1,1,2.994
"91","X18",1,1,21.315
"92","X18",1,1,6.008
"93","X18",0,0,8.92
"94","X18",0,0,10.409
"95","X18",0,0,3.913
"96","X18",1,0,7.955
"97","X18",1,1,6.984
"98","X18",1,0,5.605
"99","X18",1,1,6.316
"100","X18",1,0,3.817
"3","X19",0,1,8.969
"4","X19",0,1,4.778
"6","X19",0,0,2.357
"7","X19",0,0,6.935
"8","X19",0,0,2.544
"9","X19",0,1,8.628
"11","X19",1,1,3.156
"12","X19",0,0,8.242
"13","X19",1,1,5.915
"14","X19",0,1,1.557
"15","X19",0,0,4.394
"16","X19",1,1,7.696
"17","X19",0,0,5.034
"18","X19",0,1,6.252
"19","X19",0,0,2.536
"20","X19",1,1,1.165
"21","X19",1,0,4.56
"22","X19",1,0,3.471
"24","X19",0,0,28.661
"25","X19",1,0,2.32
"26","X19",1,0,7.021
"27","X19",1,1,8.036
"28","X19",0,1,5.883
"29","X19",0,0,7.757
"30","X19",0,0,2.166
"31","X19",0,0,26.675
"32","X19",0,0,7.888
"33","X19",1,1,11.243
"34","X19",1,1,6.016
"36","X19",1,0,0.948
"37","X19",0,0,8.773
"38","X19",1,1,11.792
"39","X19",0,0,10.258
"40","X19",0,0,7.764
"41","X19",1,0,12.296
"42","X19",1,1,6.126
"43","X19",0,1,2.657
"44","X19",1,0,1.329
"45","X19",1,1,18.336
"46","X19",1,0,4.687
"47","X19",1,1,4.375
"48","X19",0,0,2.911
"49","X19",0,0,11.408
"50","X19",0,1,9.523
"51","X19",0,1,10.2
"53","X19",1,1,3.832
"54","X19",1,0,7.477
"55","X19",0,1,9.235
"56","X19",0,1,24.228
"57","X19",0,1,3.607
"58","X19",0,0,2.904
"59","X19",0,0,22.272
"60","X19",0,1,5.349
"61","X19",0,0,3.849
"62","X19",0,0,6.216
"63","X19",0,0,6.625
"64","X19",1,1,4.911
"65","X19",0,1,4.953
"66","X19",1,1,2.317
"67","X19",1,1,3.917
"68","X19",1,1,3.791
"69","X19",1,0,6.168
"70","X19",0,0,8.143
"71","X19",0,0,4.875
"72","X19",1,1,20.039
"73","X19",1,0,15.665
"74","X19",0,0,6.048
"75","X19",1,1,8.32
"76","X19",0,0,13.8
"78","X19",0,1,2.848
"79","X19",0,1,1.855
"80","X19",1,1,7.4
"81","X19",0,0,14.656
"82","X19",0,0,6.75
"83","X19",1,1,1.718
"84","X19",0,0,7.038
"85","X19",0,1,4.254
"86","X19",0,1,5.104
"89","X19",0,0,8.634
"90","X19",0,1,3.996
"91","X19",0,1,18.719
"92","X19",1,1,4.887
"93","X19",0,1,3.499
"94","X19",1,1,3.182
"95","X19",0,0,5.867
"96","X19",1,0,5.83
"97","X19",1,1,10.455
"98","X19",1,1,6.592
"100","X19",1,1,2.524
"2","X20",0,0,2
"3","X20",1,1,3.008
"4","X20",0,0,1.881
"6","X20",1,1,2.355
"7","X20",0,1,1.295
"8","X20",1,0,6.392
"9","X20",1,1,6.988
"11","X20",0,1,2.454
"12","X20",0,0,5.677
"14","X20",0,1,1.735
"15","X20",0,0,10.109
"16","X20",1,1,6.199
"17","X20",0,0,7.01
"18","X20",0,1,5.748
"19","X20",0,0,2.4
"20","X20",1,1,5.492
"21","X20",1,1,2.048
"22","X20",0,1,3.184
"24","X20",1,1,4.383
"25","X20",1,1,1.744
"26","X20",0,0,8.454
"27","X20",1,1,3.918
"28","X20",1,1,8.441
"29","X20",1,1,7.924
"30","X20",1,0,1.643
"31","X20",1,1,4.857
"32","X20",1,0,5.008
"33","X20",1,1,11.602
"34","X20",1,1,19.838
"36","X20",1,1,1.214
"37","X20",1,1,2.422
"38","X20",0,0,12.313
"39","X20",0,0,2.93
"40","X20",1,1,10.721
"41","X20",0,0,9.429
"42","X20",1,0,7.399
"43","X20",1,1,1.768
"44","X20",1,1,1.128
"45","X20",0,0,22.169
"46","X20",0,0,4.611
"47","X20",0,0,3.709
"48","X20",0,0,7.217
"49","X20",0,0,5.856
"50","X20",1,0,5.115
"51","X20",0,0,13.997
"53","X20",0,1,2.728
"54","X20",0,1,3.824
"55","X20",1,1,6.775
"56","X20",0,1,11.422
"57","X20",1,1,3.583
"58","X20",1,1,3.637
"59","X20",1,1,11.64
"60","X20",0,1,1.791
"61","X20",0,0,4.384
"62","X20",1,0,5.511
"63","X20",1,1,3.432
"64","X20",1,1,4.265
"65","X20",0,0,2.904
"66","X20",1,1,2.422
"67","X20",1,0,5.784
"68","X20",0,0,7.984
"69","X20",1,1,4.656
"70","X20",0,0,13.071
"71","X20",0,0,7.05
"72","X20",0,0,8.703
"73","X20",1,1,8.511
"74","X20",0,0,8.704
"75","X20",0,1,13.84
"76","X20",0,0,3.087
"78","X20",1,0,3.196
"79","X20",0,0,2.079
"80","X20",1,1,7.462
"81","X20",0,0,14.775
"82","X20",0,0,11.513
"83","X20",1,1,2.528
"84","X20",0,1,28.319
"89","X20",1,1,9.613
"90","X20",1,0,3.222
"91","X20",1,1,12.583
"92","X20",1,1,11.434
"93","X20",1,1,5.707
"94","X20",1,0,6.553
"95","X20",1,1,2.804
"96","X20",0,1,6.875
"97","X20",0,1,7.144
"98","X20",1,1,4.894
"99","X20",0,0,3.267
"100","X20",0,0,3.484
"2","X21",0,1,2.536
"3","X21",0,0,4.207
"4","X21",1,1,3.368
"6","X21",1,1,3.869
"7","X21",1,1,1.392
"8","X21",0,1,7.056
"9","X21",1,0,7.333
"11","X21",0,0,1.892
"12","X21",1,1,3.257
"13","X21",1,0,9.232
"14","X21",1,1,2.001
"15","X21",0,0,4.991
"16","X21",1,1,4.024
"17","X21",1,1,7.808
"18","X21",1,1,8.454
"19","X21",1,1,2.616
"20","X21",0,0,2.321
"21","X21",0,1,5.061
"22","X21",0,0,5.336
"24","X21",0,1,9.186
"25","X21",1,0,3.144
"26","X21",1,1,9.144
"27","X21",0,0,7.129
"28","X21",0,0,6.966
"29","X21",0,0,7.079
"30","X21",0,1,3.234
"31","X21",1,0,10.119
"32","X21",1,1,1.792
"33","X21",1,0,13.904
"34","X21",0,0,1.833
"36","X21",1,0,1.47
"37","X21",0,0,3.563
"38","X21",0,0,10.2
"39","X21",1,1,14.894
"40","X21",1,1,11.773
"41","X21",1,1,26.906
"42","X21",0,0,9.453
"43","X21",0,1,1.344
"44","X21",0,1,1.56
"45","X21",1,1,22.12
"46","X21",1,1,5.631
"47","X21",0,1,4.448
"48","X21",0,0,3.2
"49","X21",1,1,4.751
"50","X21",1,0,5.403
"51","X21",1,1,20.471
"53","X21",0,0,6.608
"54","X21",0,0,5.539
"55","X21",0,1,7.368
"56","X21",1,1,8.51
"57","X21",1,1,4.718
"58","X21",1,1,4.007
"59","X21",1,0,10.072
"60","X21",1,0,1.694
"61","X21",0,0,3.383
"62","X21",1,1,6.567
"63","X21",0,0,9.409
"64","X21",0,0,6.42
"65","X21",0,1,2.144
"66","X21",0,0,2.832
"67","X21",1,0,3.584
"68","X21",0,0,4.723
"69","X21",0,1,6.616
"70","X21",1,1,11.207
"71","X21",0,0,2.512
"72","X21",0,0,5.536
"73","X21",1,1,6.225
"74","X21",0,0,7.793
"75","X21",1,1,7.986
"76","X21",1,1,3.632
"78","X21",1,1,2.447
"79","X21",0,1,1.269
"80","X21",0,0,6.457
"81","X21",0,0,6.784
"82","X21",0,0,4.362
"83","X21",1,1,12.185
"84","X21",0,0,7.535
"85","X21",0,0,4.698
"86","X21",0,1,3.282
"88","X21",0,0,1.983
"89","X21",1,1,4.729
"90","X21",0,1,2.875
"91","X21",0,1,17.062
"92","X21",0,0,14.169
"93","X21",1,1,10.193
"94","X21",1,1,2.341
"95","X21",0,0,5.591
"96","X21",1,1,10.247
"97","X21",1,1,10.328
"98","X21",0,0,3.085
"99","X21",1,1,10.878
"100","X21",0,1,6.068
"2","X22",1,1,2.228
"3","X22",1,1,2.857
"4","X22",1,0,6.825
"6","X22",1,1,2.078
"7","X22",1,1,2.008
"8","X22",0,1,2.768
"9","X22",1,0,2.659
"11","X22",1,1,3.66
"12","X22",0,1,5.079
"14","X22",0,0,3.66
"15","X22",1,1,7.463
"16","X22",1,1,17.536
"17","X22",1,0,11.94
"18","X22",0,1,17.783
"19","X22",1,1,2.328
"20","X22",0,1,1.597
"21","X22",1,1,4.169
"22","X22",0,1,2.801
"24","X22",1,0,8.649
"25","X22",0,1,2.936
"26","X22",1,1,3.692
"27","X22",1,1,3.966
"28","X22",0,0,9.192
"29","X22",1,1,6.668
"30","X22",0,0,2.443
"31","X22",1,1,6.623
"32","X22",0,1,7.361
"33","X22",1,1,9.546
"34","X22",0,1,2.527
"36","X22",0,1,1.478
"37","X22",1,1,2.019
"38","X22",1,1,9.454
"39","X22",1,0,5.84
"40","X22",1,1,4.67
"41","X22",0,1,12.643
"42","X22",1,1,7.457
"43","X22",1,0,1.631
"44","X22",0,0,1.172
"45","X22",0,0,18.192
"46","X22",0,0,4.654
"47","X22",1,1,2.743
"48","X22",0,1,2.216
"49","X22",1,1,9.112
"50","X22",0,0,6.37
"51","X22",0,0,33.699
"53","X22",1,1,2.991
"54","X22",1,1,5.616
"55","X22",1,1,4.557
"56","X22",1,0,4.943
"57","X22",0,1,6.92
"58","X22",0,0,3.352
"59","X22",0,0,18.272
"60","X22",1,1,2.934
"61","X22",1,1,4.384
"62","X22",1,1,7.121
"63","X22",1,1,3.232
"64","X22",1,1,7.821
"65","X22",0,1,5.575
"66","X22",1,0,3.281
"67","X22",0,0,2.421
"68","X22",1,1,3.192
"69","X22",1,0,13.559
"70","X22",0,0,12.695
"71","X22",1,1,2.128
"72","X22",0,0,5.648
"73","X22",0,0,5.816
"74","X22",1,1,12.384
"75","X22",0,0,4.451
"76","X22",0,0,5.935
"78","X22",1,1,2.736
"79","X22",1,0,3.182
"80","X22",0,0,8.183
"81","X22",0,0,7.67
"82","X22",1,0,8.364
"83","X22",1,1,3.209
"84","X22",1,1,6.543
"86","X22",1,1,4.656
"88","X22",1,1,1.378
"89","X22",0,0,4.018
