"subj_idx","trial","desWorld","response","rt"
"90","X22",0,0,3.011
"91","X22",0,0,17.69
"92","X22",1,0,10.72
"93","X22",1,1,14.5
"94","X22",0,0,9.861
"95","X22",0,0,2.542
"96","X22",0,0,11.573
"97","X22",0,0,9.688
"98","X22",1,0,3.547
"99","X22",1,0,4.397
"100","X22",1,1,2.674
"2","X23",0,0,1.304
"3","X23",1,1,2.104
"4","X23",0,1,2.728
"6","X23",1,1,6.327
"7","X23",0,1,1.744
"8","X23",0,0,2.72
"9","X23",0,0,9.118
"11","X23",1,1,1.772
"12","X23",1,1,5.588
"13","X23",1,1,5.756
"14","X23",0,1,2.701
"15","X23",1,1,4.059
"16","X23",1,1,11.6
"17","X23",0,0,12.43
"18","X23",1,1,12.426
"19","X23",1,1,2.729
"20","X23",1,0,2.446
"21","X23",0,0,9.12
"22","X23",1,1,4.409
"24","X23",0,0,7.859
"25","X23",1,0,2.536
"26","X23",1,1,4.136
"27","X23",1,1,12.646
"28","X23",1,0,4.079
"29","X23",1,1,13.929
"30","X23",1,0,2.867
"31","X23",0,0,12.436
"32","X23",1,1,2.207
"33","X23",1,1,15
"34","X23",0,1,6.224
"36","X23",0,0,2.053
"37","X23",1,1,4.16
"38","X23",0,0,8.59
"39","X23",0,1,5.966
"40","X23",1,1,9.941
"41","X23",0,0,18.665
"42","X23",1,1,10.748
"43","X23",1,1,4.063
"44","X23",1,0,1.255
"45","X23",1,0,38.071
"46","X23",1,1,1.696
"47","X23",1,1,2.202
"48","X23",1,0,6.802
"49","X23",0,0,8.335
"50","X23",0,0,4.497
"51","X23",1,1,8.288
"53","X23",0,0,3.025
"54","X23",0,0,5.758
"55","X23",0,0,12.32
"56","X23",1,1,13.957
"57","X23",0,0,3.02
"58","X23",0,0,7.434
"59","X23",0,0,9.6
"60","X23",0,1,3.276
"61","X23",0,0,4.664
"62","X23",1,1,4.527
"63","X23",0,0,6.789
"64","X23",0,1,8.454
"65","X23",0,1,2.537
"66","X23",1,0,2.918
"67","X23",1,1,2.15
"68","X23",1,1,6.44
"69","X23",1,1,3.792
"70","X23",0,0,10.304
"71","X23",0,1,4.8
"72","X23",0,0,14.222
"73","X23",1,0,6.656
"74","X23",1,1,6.257
"75","X23",1,1,2.656
"76","X23",1,1,6.223
"78","X23",0,0,2.014
"79","X23",0,0,2.165
"80","X23",0,1,14.231
"81","X23",0,0,8.32
"82","X23",0,1,8.175
"84","X23",0,0,7.511
"86","X23",1,1,6.934
"88","X23",0,1,5.451
"89","X23",0,0,8.718
"90","X23",0,0,3.997
"91","X23",1,1,8.688
"92","X23",0,1,4.587
"93","X23",0,0,6.207
"94","X23",1,0,3.724
"95","X23",0,0,4.728
"96","X23",1,1,10.34
"97","X23",1,1,9.695
"98","X23",1,1,7.707
"100","X23",0,1,2.509
"2","X24",1,0,1.972
"3","X24",1,0,2.714
"4","X24",1,1,3.008
"6","X24",1,1,1.519
"7","X24",0,0,1.312
"8","X24",0,1,4.311
"9","X24",1,1,4.217
"11","X24",0,0,4.848
"12","X24",1,1,3.702
"13","X24",1,0,7.64
"14","X24",1,0,3.534
"15","X24",0,0,10.942
"16","X24",0,0,5.623
"17","X24",0,1,4.932
"18","X24",1,0,7.318
"19","X24",0,0,1.883
"20","X24",0,1,1.112
"21","X24",1,1,4.784
"22","X24",0,1,5.394
"24","X24",1,1,9.752
"25","X24",1,1,1.959
"26","X24",1,1,6.666
"27","X24",1,0,5.392
"28","X24",1,1,10.523
"29","X24",1,0,7.817
"30","X24",0,0,2.496
"31","X24",1,1,16.376
"32","X24",1,1,4.529
"33","X24",0,0,11.395
"34","X24",1,1,5.136
"36","X24",1,1,1.114
"37","X24",1,1,11.564
"39","X24",1,1,5.984
"40","X24",1,1,9.052
"41","X24",1,1,6.545
"42","X24",0,0,16.362
"43","X24",1,1,1.776
"44","X24",1,1,1.15
"45","X24",0,0,25.296
"46","X24",1,1,1.658
"47","X24",0,0,2.924
"48","X24",0,0,9.4
"49","X24",0,0,7.856
"50","X24",1,0,2.524
"51","X24",0,1,7.896
"53","X24",0,0,6.16
"54","X24",0,0,2.285
"55","X24",1,1,20.963
"56","X24",0,0,15.429
"57","X24",0,1,1.848
"58","X24",0,0,16.533
"59","X24",0,0,8.297
"60","X24",0,1,6.343
"61","X24",1,1,4.312
"62","X24",1,1,10.696
"63","X24",0,0,9.993
"64","X24",1,1,4.059
"65","X24",0,1,1.423
"66","X24",0,0,2.932
"67","X24",1,1,3.966
"68","X24",1,1,4.384
"69","X24",1,1,5.392
"70","X24",1,1,7.272
"71","X24",0,1,8.717
"72","X24",1,1,4.344
"73","X24",0,1,4.984
"74","X24",0,0,6.44
"75","X24",1,1,8.672
"76","X24",0,1,9.305
"78","X24",0,0,2.592
"79","X24",1,1,2.513
"80","X24",0,0,13.712
"81","X24",1,1,10.959
"82","X24",1,1,13.289
"83","X24",0,1,9.624
"84","X24",0,0,5.527
"86","X24",0,0,2.707
"88","X24",1,1,2.399
"89","X24",0,0,3.51
"90","X24",0,0,5.112
"91","X24",1,1,13.274
"92","X24",0,1,10.92
"93","X24",1,1,8.803
"94","X24",0,1,7.92
"95","X24",1,1,4.642
"96","X24",0,0,10.447
"97","X24",0,0,10.768
"98","X24",0,0,6.04
"99","X24",1,1,3.011
"100","X24",1,1,3.8
"2","X25",1,1,1.832
"3","X25",0,0,3.408
"4","X25",1,1,3.336
"6","X25",1,1,1.48
"7","X25",0,1,1.456
"8","X25",0,1,4.88
"9","X25",0,1,8.069
"11","X25",1,1,8.858
"12","X25",0,0,4.576
"14","X25",0,0,3.703
"15","X25",0,1,1.612
"16","X25",1,1,15.375
"17","X25",0,1,2.476
"18","X25",0,1,14.622
"19","X25",0,0,2.44
"20","X25",1,1,1.14
"21","X25",1,1,8.239
"22","X25",0,0,8.035
"24","X25",1,1,6.041
"25","X25",1,0,2.967
"26","X25",0,1,9.761
"27","X25",0,0,4.754
"28","X25",0,1,10.327
"29","X25",0,0,11.065
"30","X25",1,1,1.687
"31","X25",1,1,4.646
"32","X25",0,0,2.832
"33","X25",0,0,18.249
"34","X25",1,1,7.144
"36","X25",0,0,0.66
"37","X25",0,1,4.974
"38","X25",1,1,8.967
"39","X25",1,0,6.613
"40","X25",0,1,12.414
"41","X25",1,0,8.335
"42","X25",1,1,19.794
"43","X25",0,0,1.463
"44","X25",1,1,1.207
"45","X25",0,0,19.761
"46","X25",0,0,4.969
"47","X25",1,1,1.853
"48","X25",0,1,6.934
"49","X25",0,0,5.824
"50","X25",1,1,5.141
"51","X25",0,1,21.968
"53","X25",1,0,7.191
"54","X25",0,0,2.032
"55","X25",0,0,5.504
"56","X25",0,1,22.076
"57","X25",1,1,3.548
"58","X25",1,1,2.942
"59","X25",0,0,15.04
"60","X25",1,1,2.269
"61","X25",0,0,4.529
"62","X25",1,1,10.368
"63","X25",1,0,6.362
"64","X25",1,1,3.629
"65","X25",0,1,2.575
"66","X25",1,1,3.706
"67","X25",1,1,2.684
"68","X25",1,1,6.048
"69","X25",1,0,10.832
"70","X25",1,1,11.191
"71","X25",0,0,9.411
"72","X25",1,0,6.991
"73","X25",1,1,5.072
"74","X25",1,1,9.68
"75","X25",1,1,3.776
"76","X25",0,0,6.727
"78","X25",0,1,3.036
"79","X25",1,1,2.648
"80","X25",1,1,10.712
"81","X25",1,0,18.144
"82","X25",1,1,9.713
"83","X25",0,1,2.961
"84","X25",0,0,13.022
"85","X25",0,1,4.202
"86","X25",1,1,1.203
"88","X25",0,0,1.232
"89","X25",1,1,4.658
"90","X25",1,0,2.891
"91","X25",1,0,17.294
"92","X25",1,1,17.844
"93","X25",0,0,3.73
"94","X25",0,0,2.864
"95","X25",0,0,2.988
"96","X25",1,1,8.353
"97","X25",0,1,6.111
"98","X25",0,0,6.762
"99","X25",1,0,3.797
"100","X25",1,1,2.861
"2","X26",1,1,1.248
"3","X26",0,0,2.871
"4","X26",0,0,6.777
"6","X26",1,0,1.457
"7","X26",1,1,1.856
"8","X26",0,0,4.12
"9","X26",0,1,5.577
"11","X26",1,1,1.953
"12","X26",1,1,5.65
"13","X26",1,1,4.343
"14","X26",1,0,3.841
"15","X26",1,0,9.127
"16","X26",1,1,8.488
"17","X26",0,0,11.55
"18","X26",1,1,6.853
"19","X26",0,1,1.695
"20","X26",0,1,3.012
"21","X26",0,1,5.437
"22","X26",0,0,3.688
"24","X26",0,0,15.119
"25","X26",1,0,2.783
"26","X26",1,0,5.593
"27","X26",1,1,2.96
"28","X26",1,1,5.015
"29","X26",1,1,12.539
"30","X26",0,0,1.525
"31","X26",0,0,9.442
"32","X26",0,0,2.304
"33","X26",1,0,19.732
"34","X26",1,0,7.127
"37","X26",0,0,1.841
"38","X26",1,1,17.265
"39","X26",0,0,7.943
"40","X26",0,0,3.623
"41","X26",0,0,4.64
"42","X26",0,0,25.711
"43","X26",1,1,2.127
"44","X26",0,0,1.028
"45","X26",0,0,18.376
"46","X26",1,0,3.743
"47","X26",0,0,2.392
"48","X26",1,1,7.279
"49","X26",0,0,12.088
"50","X26",0,1,5.514
"51","X26",0,1,11.215
"53","X26",1,1,5.207
"54","X26",1,1,2.856
"55","X26",0,1,7.158
"56","X26",0,0,8.758
"57","X26",1,0,8.459
"58","X26",1,0,5.009
"59","X26",1,1,10.712
"60","X26",0,0,4.567
"61","X26",0,0,3.889
"62","X26",1,1,8.415
"63","X26",1,1,4.353
"64","X26",1,1,5.466
"65","X26",0,0,2.936
"66","X26",1,1,2.486
"67","X26",1,1,3.565
"68","X26",1,1,3.511
"69","X26",1,1,6.064
"70","X26",1,1,6.039
"71","X26",1,1,2.378
"72","X26",0,0,11.232
"73","X26",0,1,12.168
"74","X26",0,0,7.544
"75","X26",1,1,5.472
"76","X26",0,0,6.025
"78","X26",0,0,5.353
"79","X26",0,1,3.307
"80","X26",1,1,15.32
"81","X26",1,0,11.424
"82","X26",0,1,6.638
"83","X26",0,1,2.894
"84","X26",0,1,5.824
"85","X26",1,1,2.658
"86","X26",1,0,1.165
"88","X26",1,1,6.937
"89","X26",1,1,4.852
"90","X26",0,0,2.124
"91","X26",0,0,15.296
"92","X26",0,0,4.576
"93","X26",0,0,5.19
"94","X26",1,1,5.829
"95","X26",1,1,4.4
"96","X26",0,0,5.222
"97","X26",0,0,6.064
"98","X26",1,0,8.001
"100","X26",0,0,4.423
"2","X27",1,1,0.768
"3","X27",0,0,3.408
"4","X27",1,1,6.063
"6","X27",1,0,1.834
"7","X27",0,1,2.375
"8","X27",1,1,4.512
"9","X27",1,1,3.762
"11","X27",0,1,2.509
"12","X27",0,0,4.947
"13","X27",1,1,5.964
"14","X27",1,1,3.409
"15","X27",1,1,2.878
"16","X27",0,1,9.352
"17","X27",0,0,5.514
"18","X27",1,1,2.416
"19","X27",0,1,2.152
"20","X27",1,1,1.292
"21","X27",0,0,2.769
"22","X27",0,0,2.4
"23","X27",0,0,1.562
"24","X27",0,0,9.897
"25","X27",0,1,2.287
"26","X27",1,1,4.294
"27","X27",0,0,16.875
"28","X27",0,0,7.265
"29","X27",0,1,6.762
"30","X27",0,0,1.725
"31","X27",1,1,7.593
"32","X27",0,1,3.071
"33","X27",1,1,7.133
"34","X27",1,1,4.16
"37","X27",1,1,5.269
"38","X27",1,1,10.179
"39","X27",1,1,6.422
"40","X27",0,0,5.076
"41","X27",0,0,18.661
"42","X27",0,0,13.82
"43","X27",0,0,3.254
"44","X27",0,0,1.375
"45","X27",1,1,30.471
"46","X27",0,0,12.037
"47","X27",0,0,2.662
"48","X27",1,0,7.815
"49","X27",1,1,7.664
"50","X27",0,0,6.969
"51","X27",1,1,10.37
"53","X27",1,1,6.168
"54","X27",0,0,3.872
"55","X27",0,0,2.642
"56","X27",0,0,26.716
"57","X27",0,1,2.799
"58","X27",1,1,3.735
"59","X27",0,0,8.556
"60","X27",0,0,2.709
"61","X27",0,0,3.103
"62","X27",0,0,6.215
"63","X27",1,1,7.368
"64","X27",0,1,4.575
"65","X27",1,1,2.351
"66","X27",1,1,2.153
"67","X27",1,1,4.544
"68","X27",1,1,6.049
"69","X27",0,0,8.281
"70","X27",0,1,13.327
"71","X27",0,0,2.908
"72","X27",1,1,4.417
"73","X27",0,0,11.896
"74","X27",1,1,6.112
"75","X27",0,1,10.288
"76","X27",1,0,4.248
"78","X27",1,1,1.855
"79","X27",1,1,2.665
"80","X27",0,0,6.007
"81","X27",0,0,18.415
"82","X27",1,1,8.464
"83","X27",1,1,5.816
"84","X27",1,1,9.704
"85","X27",0,1,8.472
"86","X27",1,1,2.621
"89","X27",0,1,7.336
"90","X27",1,0,3.921
"92","X27",0,0,7.696
"93","X27",0,1,3.936
"94","X27",1,1,4.858
"95","X27",1,1,5.171
"96","X27",1,1,4.88
"97","X27",1,1,15.824
"98","X27",0,0,7.468
"99","X27",1,1,1.873
"100","X27",0,0,3.171
"2","X28",0,0,1.243
"3","X28",1,1,4.44
"4","X28",1,0,4.503
"6","X28",0,1,1.2
"7","X28",1,0,1.392
"8","X28",1,1,3.2
"9","X28",1,1,14.402
"11","X28",0,1,1.717
"12","X28",0,0,9.485
"13","X28",1,1,7.51
"14","X28",0,0,2.042
"15","X28",1,1,6.186
"16","X28",0,0,6.888
"17","X28",0,0,3.02
"18","X28",1,1,2.971
"19","X28",0,1,8.62
"20","X28",0,0,3.453
"21","X28",1,0,3.826
"22","X28",1,1,2.08
"23","X28",1,1,1.543
"24","X28",1,1,8.51
"25","X28",1,1,3.025
"26","X28",1,1,8.782
"27","X28",1,1,6.497
"28","X28",0,0,4.484
"29","X28",0,0,5.467
"30","X28",1,1,2.081
"31","X28",0,0,16.383
"32","X28",0,0,6.111
"33","X28",1,0,15.95
"34","X28",1,1,5.659
"37","X28",0,0,1.773
"38","X28",1,1,18.276
"39","X28",0,0,10.87
"40","X28",1,1,5.788
"41","X28",1,1,6.446
"42","X28",1,1,6.578
"43","X28",0,0,2.952
"44","X28",1,1,1.189
"45","X28",0,0,49.64
"46","X28",1,1,4.36
"47","X28",0,0,2.542
"48","X28",0,0,2.423
"49","X28",0,0,11.992
"50","X28",1,1,5.714
"51","X28",0,1,9.42
"53","X28",1,1,3.296
"54","X28",0,1,3.485
"55","X28",1,0,13.324
"56","X28",1,1,16.053
"57","X28",1,1,6.52
"58","X28",0,1,3.944
"59","X28",1,1,4.504
"60","X28",1,1,2.995
"61","X28",1,1,7.608
"62","X28",0,0,3.927
"63","X28",1,1,6.281
"64","X28",1,0,6.439
"65","X28",1,1,3.2
"66","X28",1,1,1.439
"67","X28",0,1,6.444
"68","X28",1,1,5.111
"69","X28",1,0,8.416
"70","X28",1,1,16.415
"71","X28",0,0,1.706
"72","X28",1,1,8.176
"73","X28",0,0,15.09
"74","X28",0,1,16.848
"75","X28",1,1,19.152
"76","X28",0,0,3.976
"78","X28",1,0,3.444
"79","X28",1,1,2.132
"80","X28",1,1,14.256
"81","X28",1,1,9.536
"82","X28",0,0,13.963
"83","X28",1,1,3.915
"84","X28",1,1,8.702
"85","X28",0,1,3.916
"86","X28",0,0,4.172
"89","X28",0,0,8.535
"90","X28",0,0,3.274
"91","X28",1,1,10.576
"92","X28",1,1,9.577
"93","X28",1,1,6.046
"94","X28",1,0,10.054
"95","X28",1,1,6.889
"96","X28",0,0,4.9
"97","X28",1,1,9.112
"98","X28",0,0,6.855
"99","X28",1,1,3.178
"100","X28",1,1,5.54
"2","X29",0,1,1.76
"3","X29",1,0,3.974
"4","X29",1,1,4.731
"6","X29",0,0,2.849
"7","X29",0,0,2.368
"8","X29",0,0,4.511
"9","X29",0,0,7.934
"11","X29",0,1,3.692
"12","X29",0,1,5.425
"14","X29",1,1,2.516
"15","X29",1,1,23.143
"16","X29",0,1,17.623
"17","X29",0,1,8.338
"18","X29",1,1,2.729
"19","X29",1,0,6.185
"20","X29",0,0,2.175
"21","X29",1,0,8.361
"22","X29",0,0,4.664
"23","X29",0,1,1.494
"25","X29",0,0,2.079
"26","X29",0,1,6.734
"27","X29",1,1,3.332
"28","X29",1,1,11.203
"29","X29",0,1,5.726
"30","X29",1,1,1.461
"31","X29",1,1,8.062
"32","X29",1,0,5.712
"33","X29",0,0,14.178
"34","X29",1,1,6.89
"37","X29",1,1,15.66
"38","X29",1,1,8.504
"39","X29",1,1,8.607
"40","X29",1,1,8.158
"41","X29",0,0,14.205
"42","X29",1,1,18.147
"43","X29",1,1,1.392
"44","X29",0,1,1.763
"45","X29",0,1,10.384
"46","X29",0,0,5.361
"47","X29",1,1,3.261
"48","X29",0,0,5.597
"49","X29",1,1,4.696
"50","X29",1,0,5.289
"51","X29",0,0,12.353
"53","X29",1,0,2.528
"54","X29",0,0,3.82
"55","X29",0,0,22.52
"56","X29",1,1,21.092
"57","X29",0,1,2.518
"58","X29",0,0,6.774
"59","X29",1,0,6.182
"60","X29",1,1,3.07
"61","X29",0,0,2.353
"62","X29",0,0,5.92
"63","X29",1,1,5.189
"64","X29",0,0,3.553
"65","X29",0,1,6.592
"66","X29",0,0,1.743
"67","X29",0,0,5.198
"68","X29",1,0,1.911
"69","X29",0,0,8.271
"70","X29",0,0,12.864
"72","X29",0,0,10.721
"73","X29",1,1,4.056
"74","X29",0,1,27.024
"75","X29",0,1,12.949
"76","X29",0,0,11.384
"78","X29",0,0,3.233
"79","X29",1,1,1.693
"80","X29",1,1,18.033
"81","X29",1,1,10.128
"82","X29",0,0,11.063
"83","X29",1,1,4.103
"84","X29",1,1,10.424
"86","X29",0,1,2.626
"88","X29",1,0,3.25
"89","X29",1,1,3.336
"90","X29",1,1,1.72
"91","X29",0,0,14.147
"92","X29",1,1,4.197
"93","X29",1,1,8.599
"94","X29",0,0,6.357
"95","X29",1,1,1.674
"96","X29",1,1,7.778
"97","X29",1,1,12.488
"98","X29",0,0,4.253
"100","X29",1,1,3.607
"2","X30",1,1,1.456
"3","X30",1,0,5.171
"4","X30",1,1,3.106
"6","X30",0,1,5.089
"7","X30",0,0,1.385
"8","X30",0,0,7.104
"9","X30",0,0,6.059
"11","X30",0,0,4.125
"12","X30",0,0,4.695
"13","X30",0,0,6.957
"14","X30",1,1,1.919
"15","X30",0,1,1.693
"16","X30",1,0,7.912
"17","X30",0,0,7.637
"18","X30",1,0,4.79
"19","X30",1,1,3.552
"20","X30",0,0,1.346
"21","X30",1,1,9.968
"22","X30",0,1,2.753
"23","X30",1,0,1.613
"24","X30",1,1,8.407
"25","X30",1,1,2.536
"26","X30",0,0,9.008
"27","X30",1,1,4.519
"28","X30",0,0,5.751
"29","X30",1,1,7.689
"30","X30",0,1,2.455
"31","X30",0,0,12.002
"32","X30",1,1,6.801
"33","X30",0,0,12.092
"34","X30",1,1,4.52
"37","X30",0,1,2.324
"38","X30",0,0,8.523
"39","X30",1,1,6.812
"40","X30",0,1,8.389
"41","X30",0,0,11.201
"42","X30",1,1,9.755
"43","X30",0,0,1.16
"44","X30",0,1,1.125
"46","X30",0,1,13.938
"47","X30",0,0,2.948
"48","X30",1,1,5.461
"49","X30",1,1,10.4
"50","X30",0,0,6.501
"51","X30",1,1,17.448
"53","X30",0,1,8.768
"54","X30",1,1,4.261
"55","X30",1,1,3.766
"56","X30",0,0,6.807
"57","X30",1,1,2.799
"59","X30",0,0,9.792
"60","X30",1,0,3.072
"61","X30",0,0,4.513
"62","X30",0,1,7.4
"63","X30",0,0,2.914
"64","X30",0,1,4.368
"65","X30",0,0,3.263
"66","X30",1,0,2.384
"67","X30",0,0,4.459
"68","X30",1,1,4.463
"69","X30",1,1,4.6
"70","X30",1,1,9.824
"71","X30",1,0,1.677
"72","X30",0,0,15.688
"73","X30",1,0,8.816
"74","X30",1,1,5.241
"75","X30",0,0,11.504
"76","X30",1,1,6.881
"78","X30",1,1,2.291
"79","X30",1,1,2.172
"80","X30",1,1,2.616
"81","X30",1,1,15.04
"82","X30",1,1,50.402
"83","X30",1,0,2.548
"84","X30",1,1,4.743
"85","X30",1,1,4.06
"86","X30",0,1,2.27
"88","X30",0,0,2.181
"89","X30",1,0,7.398
"90","X30",1,1,3.338
"92","X30",0,1,20
"93","X30",0,0,10.084
"94","X30",1,0,2.656
"95","X30",0,1,2.071
"96","X30",1,0,17.512
"97","X30",1,1,14.737
"98","X30",0,1,5.598
"99","X30",1,0,3.925
"100","X30",1,1,2.624
"2","X31",0,0,2.136
"3","X31",1,1,2.828
"4","X31",0,0,3.329
"6","X31",1,1,2.336
"7","X31",1,1,1.68
"8","X31",1,0,5.415
"9","X31",1,1,5.573
"11","X31",0,0,3.841
"12","X31",1,1,4.314
"13","X31",1,1,5.201
"14","X31",0,1,1.933
"15","X31",1,1,5.43
"16","X31",1,1,4.568
"17","X31",1,1,10.033
"18","X31",1,1,3.412
"19","X31",1,1,1.658
"20","X31",0,1,2.002
"21","X31",1,1,2.031
"22","X31",0,0,5.217
"23","X31",1,1,2.877
"24","X31",1,1,11.83
"25","X31",1,0,2.369
"26","X31",0,0,5.192
"27","X31",1,0,12.752
"28","X31",1,1,7.661
"29","X31",1,0,8.268
"30","X31",0,0,2.927
"31","X31",0,0,10.09
"32","X31",0,0,14.112
"33","X31",0,0,12.481
"34","X31",0,0,2.296
"37","X31",0,0,1.875
"38","X31",1,1,11.03
"39","X31",0,0,8.452
"40","X31",0,0,6.767
"41","X31",1,1,11.828
"42","X31",0,0,35.492
"43","X31",0,0,3.118
"44","X31",0,1,1.807
"45","X31",0,0,14.864
"46","X31",1,1,5.927
"47","X31",1,1,3.202
"48","X31",0,0,5.6
"49","X31",1,1,5.776
"50","X31",1,0,3.982
"51","X31",0,0,47.449
"53","X31",1,1,2.21
"54","X31",1,1,3.993
"55","X31",0,1,2.672
"56","X31",1,1,8.478
"57","X31",1,0,2.41
"58","X31",1,1,10.581
"59","X31",1,0,8.264
"60","X31",1,1,2.072
"61","X31",1,1,2.906
"62","X31",1,0,8.608
"63","X31",0,0,6.596
"64","X31",1,1,4.751
"65","X31",0,1,3.52
"66","X31",0,0,1.711
"67","X31",0,1,7.218
"68","X31",1,1,4.16
"69","X31",1,1,4.488
"70","X31",1,1,12.912
"71","X31",0,0,9.55
"72","X31",0,0,9.183
"74","X31",1,1,11.729
"75","X31",1,1,7.616
"76","X31",0,0,10.047
"78","X31",0,0,3.624
"79","X31",0,1,2.394
"80","X31",1,1,14.184
"81","X31",0,0,17.361
"82","X31",0,0,11.676
"83","X31",1,0,13.824
"84","X31",1,1,14.599
"85","X31",0,1,5.064
"86","X31",1,0,2.831
"88","X31",1,1,2.255
"89","X31",1,1,10.81
"90","X31",1,1,1.614
"91","X31",0,0,19.114
"92","X31",1,1,4.776
"93","X31",0,0,6.177
"94","X31",0,0,4.051
"95","X31",0,0,3.141
"96","X31",1,1,4.501
"97","X31",1,1,10.776
"98","X31",0,1,6.381
"99","X31",1,1,3.16
"100","X31",0,0,2.93
"2","X32",1,1,1.896
"3","X32",0,0,4.345
"4","X32",0,1,8.388
"6","X32",1,0,2.384
"7","X32",0,0,2.208
"8","X32",1,1,4.944
"9","X32",1,0,12.067
"11","X32",1,1,1.552
"12","X32",0,1,7.605
"13","X32",1,0,5.404
"14","X32",1,1,1.728
"15","X32",1,0,8.724
"16","X32",1,1,4.528
"17","X32",0,0,6.92
"18","X32",0,1,5.335
"19","X32",0,0,4.015
"20","X32",0,1,1.667
"21","X32",1,0,3.728
"22","X32",0,0,4.276
"23","X32",0,0,2.458
"24","X32",0,1,11.104
"25","X32",0,0,1.583
"26","X32",1,0,10.874
"27","X32",0,1,2.622
"28","X32",1,1,2.801
"29","X32",1,1,7.831
"30","X32",0,0,3.744
"31","X32",1,1,10.021
"32","X32",1,1,4.352
"33","X32",0,0,11.013
"34","X32",0,0,5.231
"36","X32",1,1,0.705
"37","X32",1,1,1.041
"38","X32",0,1,6.225
"39","X32",1,1,5.616
"40","X32",0,0,9.444
"41","X32",1,1,11.353
"42","X32",1,0,5.926
"43","X32",1,1,1.384
"44","X32",1,1,1.099
"45","X32",0,0,9.392
"46","X32",0,0,5.561
"47","X32",1,0,2.984
"48","X32",0,0,34.048
"49","X32",1,1,9.281
"50","X32",1,0,8.068
"51","X32",0,0,33.507
"53","X32",1,1,3.505
"54","X32",0,1,4.287
"55","X32",0,0,4.191
"56","X32",0,0,29.978
"57","X32",0,1,2.922
"58","X32",1,1,4.097
"59","X32",0,0,13.136
"60","X32",1,0,5.931
"61","X32",1,1,4.432
"62","X32",1,1,8.296
"63","X32",0,0,5.147
"64","X32",1,1,3.014
"65","X32",0,1,2.568
"66","X32",0,0,1.535
"67","X32",1,0,2.986
"68","X32",1,1,12.408
"69","X32",0,0,9.417
"70","X32",0,0,10.144
"71","X32",1,1,7.681
"72","X32",0,0,9.327
"73","X32",0,0,3.815
"74","X32",1,1,11.145
"75","X32",1,1,8.117
"76","X32",0,0,4.153
"78","X32",1,1,3.168
"79","X32",1,0,2.25
"80","X32",1,1,14.344
"81","X32",0,0,3.753
"82","X32",0,0,7.176
"83","X32",0,0,2.977
"84","X32",0,0,10.982
"85","X32",0,0,2.301
"86","X32",0,0,1.913
"88","X32",1,0,3.844
"89","X32",0,0,9.752
"90","X32",1,1,1.75
"91","X32",0,0,7.075
"92","X32",1,1,4.544
"93","X32",0,1,3.391
"94","X32",0,0,2.706
"95","X32",0,0,13.645
"96","X32",0,0,3.02
"97","X32",0,0,9.48
"98","X32",1,0,8.975
"99","X32",1,1,3.586
"100","X32",0,0,3.93
"2","X33",0,1,1.276
"3","X33",0,0,8.886
"4","X33",1,1,2.8
"6","X33",1,1,2.609
"7","X33",1,1,1.208
"8","X33",0,0,2.887
"9","X33",0,1,6.138
"11","X33",0,1,1.248
"12","X33",0,0,2.338
"14","X33",0,1,2.939
"15","X33",0,0,12.088
"16","X33",1,1,6.776
"17","X33",1,1,5.301
"18","X33",0,0,11.805
"19","X33",1,1,4.92
"20","X33",0,0,1.886
"21","X33",1,0,3.486
"22","X33",0,0,3.24
"23","X33",1,1,2.618
"24","X33",0,1,11.439
"25","X33",1,1,1.888
"26","X33",0,0,3.237
"27","X33",0,0,10.019
"28","X33",0,0,4.249
"29","X33",1,1,10.117
"30","X33",0,0,1.744
"31","X33",1,1,7.577
"32","X33",0,0,1.632
"33","X33",0,0,16.335
"34","X33",0,0,5.212
"36","X33",0,0,0.944
"37","X33",0,1,1.036
"38","X33",1,1,6.672
"39","X33",0,1,7.462
"40","X33",0,0,8.049
"41","X33",1,1,9.002
"42","X33",0,0,29.592
"43","X33",1,0,1.047
"44","X33",1,0,1.158
"45","X33",1,1,8.553
"46","X33",0,1,8.935
"47","X33",1,0,2.676
"48","X33",1,0,13.632
"49","X33",0,0,6.168
"50","X33",0,0,11.399
"53","X33",0,0,5.672
"54","X33",1,0,5.215
"55","X33",0,0,4.467
"56","X33",1,1,11.813
"57","X33",1,1,2.926
"58","X33",0,0,2.433
"59","X33",0,1,14.065
"60","X33",1,1,9.716
"61","X33",1,0,3.368
"62","X33",1,0,6.379
"63","X33",1,1,4.734
"64","X33",0,0,3.285
"65","X33",1,0,3.72
"66","X33",0,1,2.006
"67","X33",0,0,4.066
"68","X33",1,1,4.655
"69","X33",1,1,17
"70","X33",1,1,7.352
"71","X33",1,1,2.193
"72","X33",1,1,11.336
"73","X33",0,1,2.967
"74","X33",1,1,11.809
"75","X33",1,1,4.607
"76","X33",0,0,4.032
"78","X33",1,1,2.355
"79","X33",1,0,2.556
"80","X33",1,1,7.68
"81","X33",1,1,6.96
"82","X33",1,1,4.7
"83","X33",1,1,5.305
"84","X33",1,0,6.689
"85","X33",1,1,5.389
"86","X33",1,1,2.131
"88","X33",0,1,1.457
"89","X33",1,1,15.295
"90","X33",1,0,1.552
"91","X33",1,1,18.573
"92","X33",1,0,13.512
"93","X33",1,1,7.728
"95","X33",1,1,1.148
"96","X33",0,1,7.625
