                                mean         std        2.5q        25q        50q        75q       97.5q       mc err
z_subj.96                   0.523609   0.0251541    0.475309   0.506621     0.5236   0.540425    0.572631  0.000253207
z_subj.97                   0.510638   0.0255499    0.460216   0.493747   0.510937   0.527862    0.560396  0.000259245
z_subj.98                   0.481757   0.0261312    0.429531   0.464302   0.482185   0.499547    0.531991  0.000305791
z_subj.99                   0.521252   0.0258263    0.470285   0.503656   0.521099   0.538895    0.571844  0.000228917
z_subj.100                  0.491403   0.0257569    0.439841    0.47442   0.492004    0.50859    0.540719  0.000295955
v_C(desWorld)[0]           -0.223457   0.0122771   -0.247638  -0.231553  -0.223432  -0.215245   -0.199247  0.000200403
v_C(desWorld)[0]_std       0.0757902    0.013351   0.0506559   0.066574  0.0754237  0.0845653    0.102988  0.000396757
v_C(desWorld)[0]_subj.2    -0.166674    0.072506   -0.302888  -0.216228  -0.169369  -0.119232  -0.0195229  0.000790019
v_C(desWorld)[0]_subj.3    -0.248293   0.0619028   -0.372152  -0.288423  -0.247955  -0.206321     -0.1284   0.00058002
v_C(desWorld)[0]_subj.4    -0.258922   0.0533338   -0.365496  -0.293803  -0.257895  -0.223237   -0.156536    0.0005279
v_C(desWorld)[0]_subj.6    -0.199848   0.0639107   -0.321489  -0.242783  -0.201127  -0.157625   -0.071823  0.000551296
v_C(desWorld)[0]_subj.7     -0.25181   0.0693825   -0.392161    -0.2962  -0.251475   -0.20562   -0.117238  0.000717613
v_C(desWorld)[0]_subj.8     -0.18516     0.06203     -0.3062  -0.226624  -0.185873  -0.144084  -0.0604738  0.000612338
v_C(desWorld)[0]_subj.9    -0.121486   0.0583213   -0.229267  -0.161485  -0.123198 -0.0829772 -0.00244413  0.000854438
v_C(desWorld)[0]_subj.11   -0.125987   0.0629969   -0.246707  -0.169402  -0.127729 -0.0849799  0.00194418  0.000843987
v_C(desWorld)[0]_subj.12   -0.260073   0.0553693   -0.369179  -0.296749  -0.259821  -0.222558   -0.152103  0.000539901
v_C(desWorld)[0]_subj.13   -0.263267   0.0608721   -0.385891  -0.303255  -0.261961  -0.222607   -0.146437  0.000579367
v_C(desWorld)[0]_subj.14   -0.141463   0.0657629   -0.264051  -0.186834  -0.143298 -0.0986277 -0.00694666    0.0007934
v_C(desWorld)[0]_subj.15   -0.272343   0.0449054   -0.362247  -0.302211  -0.271908  -0.242153   -0.185588  0.000497654
v_C(desWorld)[0]_subj.16   -0.293408   0.0519963   -0.399084  -0.327785  -0.292157  -0.258171   -0.193104  0.000596432
v_C(desWorld)[0]_subj.17   -0.254438   0.0567603     -0.3689  -0.291343  -0.253593  -0.216704   -0.142945  0.000524863
v_C(desWorld)[0]_subj.18   -0.117187   0.0513084   -0.215795  -0.152532  -0.117022 -0.0830642  -0.0166829  0.000696597
v_C(desWorld)[0]_subj.19   -0.214795   0.0584582   -0.330624  -0.253159  -0.214501   -0.17528   -0.100096  0.000625238
v_C(desWorld)[0]_subj.20   -0.189851   0.0572089   -0.298736  -0.229131  -0.190837  -0.151726  -0.0756186   0.00058602
v_C(desWorld)[0]_subj.21   -0.251019   0.0602126   -0.371989  -0.290303  -0.250417  -0.211118   -0.132401  0.000557873
v_C(desWorld)[0]_subj.22    -0.23495   0.0610076   -0.355929  -0.275657  -0.234734  -0.194241   -0.115351  0.000593831
v_C(desWorld)[0]_subj.23   -0.175188   0.0581829   -0.286704  -0.214645  -0.176118  -0.136503  -0.0586556  0.000577772
v_C(desWorld)[0]_subj.24   -0.194073   0.0494826   -0.289959  -0.227291  -0.194347  -0.161113  -0.0963656  0.000483688
v_C(desWorld)[0]_subj.25   -0.274589   0.0724493   -0.423627  -0.320425  -0.272562  -0.225674   -0.136592   0.00080507
v_C(desWorld)[0]_subj.26   -0.251764   0.0543122   -0.360584  -0.287364  -0.251081   -0.21511   -0.146231  0.000512185
v_C(desWorld)[0]_subj.27   -0.231629   0.0556595   -0.341816   -0.26826  -0.231527  -0.194925   -0.121275  0.000528561
v_C(desWorld)[0]_subj.28   -0.305202   0.0624746   -0.436313  -0.345383  -0.303381  -0.262247   -0.188985  0.000839982
v_C(desWorld)[0]_subj.29   -0.242842   0.0503435    -0.34364   -0.27549  -0.242707  -0.209448   -0.145224  0.000472695
v_C(desWorld)[0]_subj.30   -0.294682    0.066984   -0.430727  -0.338334  -0.293367   -0.24891   -0.168168  0.000858256
v_C(desWorld)[0]_subj.31   -0.220059   0.0461881   -0.311458  -0.250431  -0.219882  -0.189967   -0.128958  0.000438549
v_C(desWorld)[0]_subj.32   -0.195353   0.0552748   -0.304455  -0.232408  -0.195043  -0.158231  -0.0887724  0.000531649
v_C(desWorld)[0]_subj.33   -0.293742   0.0464487   -0.387282   -0.32496  -0.292556  -0.261856   -0.204912  0.000579689
v_C(desWorld)[0]_subj.34   -0.216942   0.0562474   -0.327094  -0.254288  -0.216677  -0.179513   -0.106534  0.000491098
v_C(desWorld)[0]_subj.36   -0.204433   0.0709265   -0.341533  -0.251645  -0.204572  -0.157616  -0.0628301   0.00064404
v_C(desWorld)[0]_subj.37   -0.178555   0.0618377   -0.298568  -0.220739   -0.17901  -0.138987  -0.0526585  0.000668357
v_C(desWorld)[0]_subj.38   -0.307381   0.0572232    -0.42219  -0.345243  -0.306213  -0.268131   -0.198323  0.000747598
v_C(desWorld)[0]_subj.39   -0.225431   0.0536611   -0.331455  -0.261407  -0.225378  -0.189485   -0.120176  0.000507449
v_C(desWorld)[0]_subj.40    -0.21633    0.052109   -0.319026  -0.251113  -0.216408  -0.181829    -0.11238  0.000438196
v_C(desWorld)[0]_subj.41   -0.237433   0.0487685   -0.333195  -0.269594  -0.237706  -0.205225   -0.142232  0.000443599
v_C(desWorld)[0]_subj.42   -0.220966    0.041741   -0.303364  -0.248454   -0.22091  -0.192994   -0.140448  0.000368879
v_C(desWorld)[0]_subj.43   -0.195012   0.0672382     -0.3237  -0.239215   -0.19608   -0.15193  -0.0597357  0.000594674
v_C(desWorld)[0]_subj.44   -0.193602   0.0726705   -0.333201  -0.242164  -0.194601  -0.146537  -0.0457591  0.000689274
v_C(desWorld)[0]_subj.45   -0.197455   0.0394621   -0.274191  -0.224454  -0.197566  -0.170959   -0.119345  0.000401368
v_C(desWorld)[0]_subj.46    -0.27291    0.052223   -0.378566  -0.307085  -0.271733  -0.237643    -0.17228  0.000475302
v_C(desWorld)[0]_subj.47   -0.328705   0.0680157   -0.468228  -0.374192  -0.325767  -0.281981   -0.201318   0.00106362
v_C(desWorld)[0]_subj.48   -0.262087   0.0514447   -0.363244  -0.296445   -0.26138  -0.227039   -0.162027  0.000439554
v_C(desWorld)[0]_subj.49   -0.254593   0.0520171   -0.356717  -0.289585  -0.254899  -0.219593   -0.152623  0.000616533
v_C(desWorld)[0]_subj.50   -0.234273   0.0522699    -0.33811  -0.268628  -0.234561  -0.199479   -0.131328  0.000521553
v_C(desWorld)[0]_subj.51    -0.17895   0.0370121   -0.251877  -0.203683   -0.17929   -0.15432    -0.10568   0.00041079
v_C(desWorld)[0]_subj.53   -0.228961   0.0584188   -0.344947  -0.267883  -0.228956  -0.189753   -0.114072  0.000477305
v_C(desWorld)[0]_subj.54   -0.219703   0.0637163   -0.343209  -0.262569  -0.219646  -0.176978  -0.0938961  0.000487345
v_C(desWorld)[0]_subj.55    -0.14386   0.0490108   -0.239064  -0.177456  -0.144228   -0.11142  -0.0453859  0.000551871
v_C(desWorld)[0]_subj.56   -0.185167   0.0400715   -0.261626  -0.212638  -0.185485  -0.158025   -0.105718  0.000379079
v_C(desWorld)[0]_subj.57    -0.15596   0.0558312   -0.261849  -0.194046  -0.157001  -0.118879  -0.0441453  0.000589431
v_C(desWorld)[0]_subj.58   -0.224744   0.0522355   -0.327614  -0.259231  -0.224445  -0.189505   -0.121174  0.000482888
v_C(desWorld)[0]_subj.59   -0.266791   0.0441626   -0.353076  -0.296892  -0.266493  -0.236785   -0.180892  0.000456184
v_C(desWorld)[0]_subj.60   -0.215531   0.0604691   -0.335517  -0.255358  -0.214734  -0.175297  -0.0974788  0.000556357
v_C(desWorld)[0]_subj.61   -0.315026   0.0696401   -0.460776  -0.359612  -0.312772  -0.266907   -0.186985   0.00103785
v_C(desWorld)[0]_subj.62   -0.268535   0.0579356   -0.385867  -0.306212  -0.267317  -0.229226   -0.157092  0.000639057
v_C(desWorld)[0]_subj.63    -0.22992   0.0571785   -0.342294  -0.268022  -0.229968   -0.19132   -0.118971  0.000510703
v_C(desWorld)[0]_subj.64   -0.255019    0.060426   -0.375043  -0.294372   -0.25429  -0.214558    -0.13734  0.000556765
v_C(desWorld)[0]_subj.65   -0.107007   0.0667407   -0.229949   -0.15288  -0.109473 -0.0634551   0.0320354   0.00098629
v_C(desWorld)[0]_subj.66   -0.183114   0.0711805   -0.319392  -0.230651   -0.18461  -0.136678  -0.0396713  0.000694654
v_C(desWorld)[0]_subj.67   -0.261979   0.0615676   -0.386036  -0.301554  -0.261396  -0.220992   -0.142659  0.000646694
v_C(desWorld)[0]_subj.68   -0.198169    0.056701   -0.307225   -0.23651  -0.198527  -0.160784  -0.0849256  0.000487021
v_C(desWorld)[0]_subj.69   -0.209898   0.0557773   -0.319644  -0.246764  -0.209948  -0.173371  -0.0981763  0.000483825
v_C(desWorld)[0]_subj.70    -0.23173   0.0502533   -0.331019  -0.265076  -0.231681  -0.198025   -0.134065  0.000479156
v_C(desWorld)[0]_subj.71   -0.248529    0.060104   -0.368424  -0.288366  -0.248042  -0.207985   -0.130758  0.000560533
v_C(desWorld)[0]_subj.72   -0.332274   0.0549006   -0.443816  -0.368474  -0.331222   -0.29448   -0.229509  0.000787118
v_C(desWorld)[0]_subj.73   -0.195415   0.0520137   -0.296915  -0.230117  -0.195555  -0.161114   -0.091861  0.000524039
v_C(desWorld)[0]_subj.74    -0.28105   0.0484047   -0.376441  -0.313768  -0.280359  -0.247838   -0.187804  0.000511249
v_C(desWorld)[0]_subj.75   -0.112519   0.0498246   -0.208003  -0.146922  -0.113202 -0.0795399  -0.0119904  0.000675164
v_C(desWorld)[0]_subj.76   -0.318124   0.0582527   -0.437921  -0.356315  -0.316308  -0.278476    -0.20723  0.000833922
v_C(desWorld)[0]_subj.78   -0.219362   0.0648935   -0.346785  -0.262138  -0.219259  -0.176704  -0.0902253  0.000543811
v_C(desWorld)[0]_subj.79   -0.213676   0.0638111   -0.338945  -0.255478  -0.214024  -0.171283  -0.0862341  0.000588467
v_C(desWorld)[0]_subj.80   -0.194466   0.0491877    -0.29079  -0.227779  -0.195102  -0.162158  -0.0943717  0.000500761
v_C(desWorld)[0]_subj.81   -0.265247   0.0463563   -0.359017  -0.296359  -0.264519  -0.233432   -0.176662  0.000483849
v_C(desWorld)[0]_subj.82   -0.173048   0.0412032   -0.253667  -0.200579  -0.173139  -0.145022  -0.0924479  0.000377265
v_C(desWorld)[0]_subj.83   -0.149184   0.0548429   -0.251826  -0.186399   -0.15051  -0.112735  -0.0380378  0.000637696
v_C(desWorld)[0]_subj.84   -0.217139   0.0522418   -0.320086  -0.252673  -0.216645   -0.18187   -0.114635  0.000465604
v_C(desWorld)[0]_subj.85   -0.208077   0.0627918   -0.331612  -0.250208  -0.208352  -0.167285  -0.0837534  0.000572263
v_C(desWorld)[0]_subj.86   -0.196882   0.0607059   -0.313997  -0.237669  -0.197165  -0.156816  -0.0753201  0.000547074
v_C(desWorld)[0]_subj.88   -0.227824   0.0683244   -0.364335  -0.272825  -0.226918  -0.182976  -0.0938118  0.000598704
v_C(desWorld)[0]_subj.89   -0.253137   0.0547479   -0.361717  -0.289825  -0.252852   -0.21622   -0.147749  0.000541706
v_C(desWorld)[0]_subj.90    -0.19509   0.0654769    -0.32292  -0.238597  -0.195424  -0.153162  -0.0614514  0.000596706
v_C(desWorld)[0]_subj.91   -0.226064   0.0479783   -0.318647  -0.258401  -0.225815  -0.194551   -0.129701  0.000484932
v_C(desWorld)[0]_subj.92   -0.197367   0.0502441   -0.295299  -0.230903  -0.197692  -0.163969  -0.0977296   0.00046762
v_C(desWorld)[0]_subj.93   -0.242541   0.0534508   -0.348038  -0.278496  -0.242498  -0.206614    -0.13839   0.00054769
v_C(desWorld)[0]_subj.94   -0.275743   0.0580428   -0.393972  -0.313394  -0.274021  -0.236543   -0.166551  0.000639885
v_C(desWorld)[0]_subj.95   -0.260547   0.0562927   -0.372047  -0.297621  -0.259909  -0.222272   -0.151978  0.000614411
v_C(desWorld)[0]_subj.96    -0.22056    0.050338    -0.31878  -0.254268   -0.22116  -0.186556    -0.12276  0.000472691
v_C(desWorld)[0]_subj.97   -0.299033   0.0534096    -0.40602  -0.334538  -0.297791  -0.262295   -0.197185  0.000666068
v_C(desWorld)[0]_subj.98   -0.135783   0.0575204   -0.245634  -0.174765  -0.137477  -0.098136  -0.0177781  0.000726193
v_C(desWorld)[0]_subj.99   -0.180116    0.066096   -0.306535  -0.224344  -0.180932  -0.137392  -0.0460885  0.000589873
v_C(desWorld)[0]_subj.100  -0.196055   0.0613613   -0.315324  -0.237282  -0.197175  -0.156371  -0.0732192  0.000543034
v_C(desWorld)[1]            0.257302   0.0112793    0.235356   0.249813    0.25718    0.26469    0.279995  0.000247036
v_C(desWorld)[1]_std       0.0547088    0.012765   0.0294773  0.0460872  0.0546966  0.0631916    0.079679  0.000542738
v_C(desWorld)[1]_subj.2      0.26385   0.0537178    0.158853    0.22905   0.263258   0.297947    0.372903  0.000597235
v_C(desWorld)[1]_subj.3     0.209503   0.0517832    0.100289   0.176792   0.212007     0.2446    0.304273  0.000841571
v_C(desWorld)[1]_subj.4     0.316113   0.0521335    0.221923   0.279537   0.313087   0.349332    0.426415   0.00101889
v_C(desWorld)[1]_subj.6     0.286231   0.0515065    0.190027    0.25176   0.283835   0.318097     0.39502   0.00074812
v_C(desWorld)[1]_subj.7      0.25205   0.0523533     0.14792   0.217728   0.252053   0.286779    0.355079  0.000451328
v_C(desWorld)[1]_subj.8     0.278729   0.0516444    0.181179    0.24455   0.276616   0.310959    0.386174  0.000603193
v_C(desWorld)[1]_subj.9     0.273219   0.0451057    0.185838   0.243599   0.272217    0.30222    0.366219  0.000507471
v_C(desWorld)[1]_subj.11    0.311647   0.0558461    0.212852    0.27306   0.307363   0.346284    0.432959   0.00104319
v_C(desWorld)[1]_subj.12    0.255294   0.0464231    0.162702   0.225525   0.255099   0.285662    0.347481  0.000456225
v_C(desWorld)[1]_subj.13    0.271401   0.0482375    0.177393   0.239902   0.269723   0.302329    0.370167  0.000579289
v_C(desWorld)[1]_subj.14    0.295469    0.053198    0.198149   0.259287    0.29235   0.328361    0.409327  0.000798392
v_C(desWorld)[1]_subj.15    0.173792   0.0506292   0.0677798   0.141181   0.176251   0.209479    0.264381   0.00115907
v_C(desWorld)[1]_subj.16    0.253073   0.0439746    0.165718   0.224271   0.253228     0.2819    0.339671  0.000442847
v_C(desWorld)[1]_subj.17    0.225305   0.0452759     0.13202     0.1962   0.226839   0.255458    0.311273  0.000549484
v_C(desWorld)[1]_subj.18     0.29359   0.0497293    0.201236    0.25991   0.291509   0.325197    0.399289  0.000761301
v_C(desWorld)[1]_subj.19    0.247262   0.0478894    0.151554   0.216526   0.247322   0.277587    0.343934  0.000460915
v_C(desWorld)[1]_subj.20    0.272544   0.0461493    0.182866   0.241975   0.271481   0.302484    0.365658  0.000540106
v_C(desWorld)[1]_subj.21    0.240309   0.0456412    0.146579   0.210936   0.241595       0.27    0.329364   0.00049213
v_C(desWorld)[1]_subj.22    0.254653   0.0501627    0.154459   0.222141   0.254631   0.286962     0.35341  0.000532531
v_C(desWorld)[1]_subj.23    0.252524   0.0454389    0.161945    0.22323   0.252152   0.282073    0.344525  0.000393982
v_C(desWorld)[1]_subj.24    0.233907   0.0433048    0.146941   0.205905   0.234612   0.262881    0.317128  0.000535423
v_C(desWorld)[1]_subj.25    0.250713   0.0521328     0.14678   0.217473   0.250709   0.284126    0.354429   0.00049658
v_C(desWorld)[1]_subj.26     0.26165   0.0439114    0.175597    0.23251   0.260805   0.290337    0.350106  0.000434798
v_C(desWorld)[1]_subj.27    0.230922    0.045171    0.140829   0.201711   0.232111   0.260906    0.317973  0.000500267
v_C(desWorld)[1]_subj.28    0.232724   0.0479569    0.135077   0.201448   0.234085   0.264492    0.324663  0.000600989
v_C(desWorld)[1]_subj.29    0.305946   0.0462618    0.221729   0.273812   0.304208   0.336422    0.401023  0.000791865
v_C(desWorld)[1]_subj.30    0.259474     0.05091    0.158306   0.226373   0.259535    0.29263     0.35936  0.000452123
v_C(desWorld)[1]_subj.31    0.256569   0.0428714    0.172025   0.228586    0.25657   0.284309    0.340761  0.000452446
v_C(desWorld)[1]_subj.32    0.255861   0.0488802     0.15829     0.2246   0.255508   0.287838    0.352893  0.000467577
v_C(desWorld)[1]_subj.33    0.246258    0.039403    0.168083   0.220725   0.246356   0.271844    0.324567  0.000399863
v_C(desWorld)[1]_subj.34    0.255504   0.0465682    0.163684   0.225374    0.25505   0.285521    0.349638  0.000441958
v_C(desWorld)[1]_subj.36    0.238416   0.0555243    0.122898   0.204122   0.240368   0.275018    0.345619  0.000647808
v_C(desWorld)[1]_subj.37    0.272689   0.0503339    0.175309   0.239284   0.271658   0.305015    0.374444  0.000510106
v_C(desWorld)[1]_subj.38    0.296857   0.0443626     0.21385   0.266749   0.295672   0.325862     0.38802  0.000616356
v_C(desWorld)[1]_subj.39    0.211244   0.0421717    0.125268   0.183752   0.213048   0.240138    0.289805  0.000704774
v_C(desWorld)[1]_subj.40    0.280878   0.0467953    0.191795   0.249461   0.279627   0.311295    0.375803  0.000545926
v_C(desWorld)[1]_subj.41    0.231101   0.0412341    0.147441    0.20431   0.231886   0.258889    0.310735   0.00051356
v_C(desWorld)[1]_subj.42    0.238068   0.0387001     0.15994   0.212833   0.238187   0.264315    0.313229  0.000431004
v_C(desWorld)[1]_subj.43    0.271327   0.0535779    0.168132   0.236189   0.269733    0.30478     0.38177  0.000587713
v_C(desWorld)[1]_subj.44    0.275803   0.0560882    0.169435   0.239143     0.2737   0.310974    0.393063  0.000608853
v_C(desWorld)[1]_subj.45     0.16493   0.0381194   0.0895627   0.139389   0.164969   0.191212    0.238485  0.000917357
v_C(desWorld)[1]_subj.46    0.302942   0.0499033    0.211559   0.268391   0.300619   0.335215    0.407205  0.000837174
v_C(desWorld)[1]_subj.47    0.236219   0.0487724    0.136257   0.204916   0.237237   0.268228    0.331536  0.000533436
v_C(desWorld)[1]_subj.48    0.252042    0.042964    0.167296   0.223356   0.252469   0.280452    0.335599  0.000401397
v_C(desWorld)[1]_subj.49    0.272223   0.0434898     0.18873    0.24337   0.271165   0.300061    0.360596  0.000480484
v_C(desWorld)[1]_subj.50    0.228237   0.0445327    0.137589   0.199342   0.229354   0.258173     0.31298  0.000576337
v_C(desWorld)[1]_subj.51     0.27139   0.0397927    0.194442   0.244868   0.270861   0.297141    0.351368  0.000433214
v_C(desWorld)[1]_subj.53    0.267744   0.0479693     0.17369   0.236289   0.266971   0.297866    0.365874  0.000503702
v_C(desWorld)[1]_subj.54    0.225087   0.0523773    0.114933   0.191801   0.227783     0.2602    0.324573  0.000672377
v_C(desWorld)[1]_subj.55    0.211613   0.0467968    0.114437   0.181212   0.213327   0.244032    0.298533  0.000737329
v_C(desWorld)[1]_subj.56    0.224862   0.0327152     0.16005   0.202974   0.225145   0.246754    0.288632  0.000455992
v_C(desWorld)[1]_subj.57    0.255828   0.0472084    0.160787   0.225078   0.255487   0.286605    0.349457  0.000446946
v_C(desWorld)[1]_subj.58    0.304715    0.045476    0.220641   0.273069   0.303081   0.334606    0.397297  0.000735306
v_C(desWorld)[1]_subj.59    0.262156   0.0440196    0.176028   0.233197   0.261475   0.290125     0.35115  0.000450471
v_C(desWorld)[1]_subj.60    0.257911   0.0491427    0.160988   0.225708    0.25754   0.289581    0.358153  0.000454754
v_C(desWorld)[1]_subj.61    0.240236   0.0514967    0.134895   0.207165   0.241503   0.274486      0.3394  0.000502694
v_C(desWorld)[1]_subj.62    0.214046   0.0467387    0.116655   0.184186   0.215944   0.245958    0.300734  0.000770571
v_C(desWorld)[1]_subj.63    0.295379   0.0485455    0.206512   0.262497   0.293166   0.326206    0.396518  0.000766772
v_C(desWorld)[1]_subj.64    0.308356    0.050864    0.214912   0.273609   0.305533    0.34107    0.414924  0.000813912
v_C(desWorld)[1]_subj.65    0.307525   0.0560077    0.207011   0.269095   0.303829   0.342733    0.427106   0.00103225
v_C(desWorld)[1]_subj.66    0.267584   0.0533712    0.163793   0.233123   0.266247   0.301073    0.376363   0.00052575
v_C(desWorld)[1]_subj.67    0.259086   0.0483709     0.16226   0.227341   0.259248   0.290716    0.354982  0.000444695
v_C(desWorld)[1]_subj.68    0.253048   0.0439967    0.164991   0.224397   0.253136   0.281678    0.339859  0.000465075
v_C(desWorld)[1]_subj.69    0.269522   0.0427495    0.186156   0.241114   0.268923   0.297461      0.3556  0.000503053
v_C(desWorld)[1]_subj.70    0.284985   0.0428468    0.204379   0.255998   0.283226   0.313033    0.371572   0.00053896
v_C(desWorld)[1]_subj.71    0.253163   0.0500619    0.155857   0.220545   0.252855   0.285689    0.355144  0.000451036
v_C(desWorld)[1]_subj.72    0.230591   0.0442993    0.140743   0.202078   0.231587    0.26068     0.31502  0.000590483
v_C(desWorld)[1]_subj.73    0.194847   0.0457015    0.099986   0.165229   0.196723    0.22658    0.279361  0.000902419
v_C(desWorld)[1]_subj.74     0.29111   0.0455603    0.207196   0.260198   0.288947   0.320726    0.385481  0.000619793
v_C(desWorld)[1]_subj.75    0.301882   0.0439112    0.220595   0.271298   0.300587   0.330593    0.393031  0.000613915
v_C(desWorld)[1]_subj.76    0.239054   0.0458213    0.146205   0.209635   0.239744   0.269226    0.327598  0.000515156
v_C(desWorld)[1]_subj.78    0.272018   0.0515346    0.173554   0.238175   0.270546   0.304741    0.377342  0.000545074
v_C(desWorld)[1]_subj.79    0.237348   0.0521633    0.130854   0.204708   0.238556   0.271879     0.33655  0.000606194
v_C(desWorld)[1]_subj.80     0.23431    0.042137    0.150911   0.206141   0.235491   0.262193    0.315924  0.000460986
v_C(desWorld)[1]_subj.81     0.26367   0.0406405    0.184613   0.236746   0.263184   0.289898    0.344843  0.000447725
v_C(desWorld)[1]_subj.82    0.193944   0.0390261    0.114483   0.168306   0.194949   0.220929    0.267728  0.000745078
v_C(desWorld)[1]_subj.83    0.261448    0.039079     0.18509   0.235507   0.261154   0.287443    0.339268  0.000367226
v_C(desWorld)[1]_subj.84    0.267957   0.0431261    0.183616   0.239857   0.267153   0.296178    0.354647  0.000407073
v_C(desWorld)[1]_subj.85    0.229117   0.0511835    0.124516   0.195763   0.230986   0.263405    0.326939  0.000668049
v_C(desWorld)[1]_subj.86    0.256076   0.0499385    0.158788   0.223427    0.25543    0.28835     0.35652  0.000458594
v_C(desWorld)[1]_subj.88    0.263605   0.0521221    0.160654    0.22962   0.263557   0.296866     0.36888  0.000492739
v_C(desWorld)[1]_subj.89    0.281387   0.0462311    0.193682   0.250213    0.28015   0.311337    0.376628    0.0005827
v_C(desWorld)[1]_subj.90    0.275058   0.0520182    0.174677   0.241022   0.273031   0.307677    0.383839  0.000578006
v_C(desWorld)[1]_subj.91    0.266883   0.0437082    0.182426   0.237277   0.266051   0.295676    0.354764  0.000412512
v_C(desWorld)[1]_subj.92    0.256465   0.0414737    0.175533   0.229335   0.256086   0.282948    0.339975  0.000328031
v_C(desWorld)[1]_subj.93     0.29752   0.0472498    0.209295   0.264832   0.295775   0.328302    0.393612  0.000735862
v_C(desWorld)[1]_subj.94    0.266813   0.0471873    0.175994   0.236112   0.266053   0.297368    0.362232  0.000444512
v_C(desWorld)[1]_subj.95    0.291808   0.0502795    0.197513   0.257638   0.289179    0.32375      0.3962  0.000741569
v_C(desWorld)[1]_subj.96    0.245055   0.0460728    0.152954   0.215024   0.245861   0.275363    0.335286  0.000443403
v_C(desWorld)[1]_subj.97    0.265584   0.0406203     0.18628    0.23838   0.265506   0.292423    0.345772  0.000363239
v_C(desWorld)[1]_subj.98    0.240244   0.0464672    0.148099   0.210208   0.240541   0.270875    0.331596  0.000527258
v_C(desWorld)[1]_subj.99    0.228114   0.0479368    0.129739   0.197089   0.229839   0.260064    0.320122  0.000590394
v_C(desWorld)[1]_subj.100   0.252384   0.0506511     0.15012   0.220377   0.252882   0.285044    0.352825  0.000461396
DIC: 42022.461174
deviance: 41728.642839
pD: 293.818335
