                                  mean         std        2.5q        25q        50q        75q      97.5q       mc err
z_subj.95                     0.463252    0.027833    0.409016   0.444446    0.46333   0.481887   0.517796  0.000278362
z_subj.96                     0.517093   0.0281838    0.462478   0.497962   0.516805   0.536174    0.57231  0.000250744
z_subj.97                     0.498999   0.0289554    0.441897   0.479539   0.499015    0.51868   0.555593  0.000324759
z_subj.98                     0.466821   0.0285388    0.410846   0.447613   0.466646   0.486228    0.52356  0.000282186
z_subj.99                     0.485649   0.0286556    0.429052    0.46646   0.485531   0.504712   0.542213  0.000298955
z_subj.100                    0.522156   0.0281889    0.467045   0.503117   0.522316   0.541399   0.577327  0.000273136
v_C(whichWorld)[0]           -0.242684   0.0114244   -0.265561  -0.250263  -0.242509  -0.234984  -0.220674  0.000242865
v_C(whichWorld)[0]_std       0.0631141   0.0135688   0.0366247  0.0539125   0.063037  0.0722084  0.0899025  0.000549064
v_C(whichWorld)[0]_subj.2    -0.257573   0.0602173    -0.37961  -0.295909  -0.256558  -0.218226  -0.140204  0.000589342
v_C(whichWorld)[0]_subj.3    -0.189106   0.0573688   -0.295962  -0.228073  -0.191788  -0.152401 -0.0716096  0.000850119
v_C(whichWorld)[0]_subj.4    -0.322607   0.0586491    -0.44396   -0.36145    -0.3192  -0.280938  -0.216925   0.00115863
v_C(whichWorld)[0]_subj.6     -0.28028   0.0579629   -0.401879  -0.316973  -0.278517  -0.241319  -0.171247  0.000779811
v_C(whichWorld)[0]_subj.7    -0.257419   0.0596451   -0.377648  -0.295984  -0.256512  -0.218273  -0.139839  0.000592324
v_C(whichWorld)[0]_subj.8     -0.20442   0.0554362    -0.31051   -0.24126  -0.206339  -0.168901  -0.090903  0.000721354
v_C(whichWorld)[0]_subj.9    -0.267448   0.0499232   -0.368716  -0.299976  -0.266282  -0.233548  -0.172528  0.000566909
v_C(whichWorld)[0]_subj.11   -0.310684   0.0622598   -0.441504  -0.350972  -0.307101  -0.267236  -0.198519    0.0011552
v_C(whichWorld)[0]_subj.12    -0.25842   0.0498109   -0.358941  -0.291132  -0.257421  -0.225233  -0.161172  0.000520928
v_C(whichWorld)[0]_subj.13   -0.262335   0.0549944   -0.376313  -0.297712  -0.260449  -0.226187  -0.157369  0.000601908
v_C(whichWorld)[0]_subj.14   -0.292436   0.0587928   -0.416825  -0.329738  -0.289583  -0.252279  -0.184301  0.000893636
v_C(whichWorld)[0]_subj.15   -0.277577   0.0421513   -0.362177  -0.305364  -0.276906  -0.249029  -0.197072  0.000522452
v_C(whichWorld)[0]_subj.16   -0.289313    0.047763    -0.38552   -0.32096  -0.288129  -0.256873  -0.198362  0.000691948
v_C(whichWorld)[0]_subj.17   -0.213303   0.0488623   -0.307151   -0.24567  -0.214175  -0.181875  -0.113692  0.000518042
v_C(whichWorld)[0]_subj.18   -0.144852   0.0498938   -0.237678  -0.179822  -0.146289  -0.112162 -0.0434197   0.00100132
v_C(whichWorld)[0]_subj.19   -0.236709   0.0535092   -0.340759  -0.271702  -0.236797  -0.201937  -0.130358  0.000447287
v_C(whichWorld)[0]_subj.20   -0.268543   0.0498476   -0.370462  -0.300753  -0.267677  -0.235123  -0.172831    0.0005002
v_C(whichWorld)[0]_subj.21   -0.254372   0.0541967   -0.363876  -0.290004  -0.252909  -0.218037  -0.149032  0.000584192
v_C(whichWorld)[0]_subj.22   -0.247985   0.0562158   -0.361296  -0.283594  -0.247263  -0.211013   -0.13855  0.000569076
v_C(whichWorld)[0]_subj.23   -0.246778   0.0490009   -0.344888  -0.279046  -0.246213  -0.214188  -0.151593  0.000438193
v_C(whichWorld)[0]_subj.24   -0.204237   0.0464394   -0.291977  -0.235653  -0.205734  -0.173229  -0.111381  0.000573013
v_C(whichWorld)[0]_subj.25   -0.273613   0.0622058   -0.401518  -0.312175  -0.271923  -0.232566  -0.155579  0.000766893
v_C(whichWorld)[0]_subj.26   -0.255725   0.0489408   -0.354982  -0.287561  -0.255344  -0.223187   -0.16208  0.000512062
v_C(whichWorld)[0]_subj.27   -0.218415    0.048491    -0.31248  -0.250737  -0.219283   -0.18681  -0.120261  0.000537955
v_C(whichWorld)[0]_subj.28    -0.29914   0.0566702   -0.418052  -0.335946  -0.296997  -0.260396     -0.194  0.000902463
v_C(whichWorld)[0]_subj.29   -0.245695   0.0468527   -0.339018  -0.276554  -0.245008   -0.21467  -0.154175  0.000477214
v_C(whichWorld)[0]_subj.30   -0.250457   0.0578873   -0.366911  -0.288503  -0.249846  -0.212037  -0.138774  0.000517535
v_C(whichWorld)[0]_subj.31   -0.252482   0.0460397   -0.345737  -0.282129  -0.251588  -0.221672   -0.16312  0.000472218
v_C(whichWorld)[0]_subj.32   -0.251015   0.0538679   -0.359028  -0.286069  -0.250417  -0.215257  -0.145148  0.000518798
v_C(whichWorld)[0]_subj.33   -0.236897   0.0419882   -0.318854  -0.265024  -0.237044  -0.209014  -0.154468  0.000467005
v_C(whichWorld)[0]_subj.34   -0.227404   0.0502343   -0.324043  -0.260313  -0.227599  -0.195655  -0.126617  0.000550081
v_C(whichWorld)[0]_subj.36   -0.223453   0.0617656   -0.344619  -0.262794  -0.224674  -0.184876 -0.0953036  0.000616606
v_C(whichWorld)[0]_subj.37   -0.201744   0.0556922   -0.306664  -0.239251  -0.204035  -0.165201 -0.0884275  0.000738174
v_C(whichWorld)[0]_subj.38   -0.298067   0.0521615   -0.405601  -0.331629  -0.295968  -0.261767  -0.202173  0.000778954
v_C(whichWorld)[0]_subj.39   -0.231592   0.0484704   -0.326313  -0.263662  -0.232062  -0.200157  -0.135462  0.000423436
v_C(whichWorld)[0]_subj.40     -0.2817   0.0511133   -0.385465   -0.31485  -0.281254   -0.24716  -0.184156  0.000660151
v_C(whichWorld)[0]_subj.41   -0.222744   0.0433474     -0.3075  -0.251879  -0.223086  -0.194075  -0.136904  0.000436254
v_C(whichWorld)[0]_subj.42    -0.23271   0.0404425   -0.311692  -0.259976  -0.232934  -0.204984   -0.15264  0.000366024
v_C(whichWorld)[0]_subj.43   -0.264759   0.0601252   -0.388493  -0.303207  -0.263319  -0.224902  -0.149873  0.000708975
v_C(whichWorld)[0]_subj.44   -0.218127   0.0626396   -0.340887  -0.258363  -0.219678  -0.179289 -0.0901916  0.000645793
v_C(whichWorld)[0]_subj.45   -0.202176   0.0371887   -0.274604  -0.227162  -0.202773  -0.177562  -0.128333  0.000460034
v_C(whichWorld)[0]_subj.46   -0.270184   0.0476626   -0.366883  -0.301491  -0.269143  -0.238501  -0.178179  0.000526133
v_C(whichWorld)[0]_subj.47   -0.223112   0.0538425   -0.327977  -0.258563  -0.224136  -0.188501  -0.112431  0.000513048
v_C(whichWorld)[0]_subj.48   -0.261698   0.0471972   -0.354725  -0.293423  -0.261377  -0.230275  -0.170513  0.000475937
v_C(whichWorld)[0]_subj.49   -0.273497   0.0482482   -0.370507  -0.305392  -0.272304  -0.240424  -0.182121  0.000586121
v_C(whichWorld)[0]_subj.50   -0.220556   0.0484455   -0.314766  -0.253052  -0.221123   -0.18843   -0.12398  0.000524662
v_C(whichWorld)[0]_subj.51   -0.187169   0.0371761   -0.258052  -0.212879  -0.187499   -0.16219  -0.114364  0.000510084
v_C(whichWorld)[0]_subj.53   -0.240098    0.052193   -0.344063  -0.273691  -0.239947   -0.20649  -0.137253  0.000546317
v_C(whichWorld)[0]_subj.54   -0.211463   0.0562679   -0.318867  -0.248973   -0.21321   -0.17508 -0.0958301  0.000600511
v_C(whichWorld)[0]_subj.55   -0.163293   0.0473797   -0.251439  -0.196256  -0.164583  -0.132786 -0.0657942  0.000775033
v_C(whichWorld)[0]_subj.56   -0.189464    0.039089   -0.264694  -0.215586  -0.190182    -0.1637  -0.110151  0.000531352
v_C(whichWorld)[0]_subj.57   -0.179114   0.0514615   -0.275043  -0.214475  -0.181008  -0.145967 -0.0719721  0.000800992
v_C(whichWorld)[0]_subj.58    -0.22886   0.0482532    -0.32178  -0.260821  -0.229647  -0.197766  -0.132136  0.000466223
v_C(whichWorld)[0]_subj.59   -0.258673   0.0483317   -0.354672  -0.290545  -0.257862  -0.225916  -0.164765  0.000470875
v_C(whichWorld)[0]_subj.60   -0.229439   0.0541325   -0.335772  -0.265253  -0.229824  -0.194399   -0.12059  0.000558098
v_C(whichWorld)[0]_subj.61   -0.307346   0.0609557   -0.435735  -0.346482  -0.304312  -0.265487  -0.195613   0.00103958
v_C(whichWorld)[0]_subj.62   -0.265835   0.0519641    -0.36999  -0.299208  -0.264952  -0.231234  -0.166173  0.000559079
v_C(whichWorld)[0]_subj.63   -0.237701   0.0520765   -0.339898  -0.271909  -0.237212  -0.203523   -0.13463  0.000503122
v_C(whichWorld)[0]_subj.64   -0.257412   0.0546267   -0.368832  -0.293083  -0.256325  -0.220943  -0.152171  0.000581878
v_C(whichWorld)[0]_subj.65   -0.149093   0.0615386   -0.258608   -0.19201  -0.152579   -0.11001 -0.0185046   0.00136456
v_C(whichWorld)[0]_subj.66   -0.257546   0.0601454   -0.378314  -0.296775  -0.256267  -0.217531  -0.141231  0.000596121
v_C(whichWorld)[0]_subj.67   -0.254307   0.0531705   -0.359242  -0.289075  -0.254017  -0.219203  -0.151184  0.000572229
v_C(whichWorld)[0]_subj.68   -0.208594   0.0516728   -0.307935   -0.24319  -0.209782  -0.174726  -0.101744  0.000569847
v_C(whichWorld)[0]_subj.69   -0.221761   0.0513169    -0.32241  -0.255932  -0.222022  -0.187516  -0.120028  0.000586854
v_C(whichWorld)[0]_subj.70   -0.285497   0.0467385   -0.380033  -0.316465  -0.284342  -0.253504  -0.197509  0.000663512
v_C(whichWorld)[0]_subj.71   -0.244968   0.0548427   -0.356413   -0.28054   -0.24412  -0.209099   -0.13841  0.000481374
v_C(whichWorld)[0]_subj.72   -0.217011   0.0487475    -0.31127  -0.249493  -0.217475  -0.184931  -0.119315  0.000535849
v_C(whichWorld)[0]_subj.73   -0.176994   0.0481313   -0.267479  -0.209752  -0.177968  -0.145329 -0.0805311  0.000729493
v_C(whichWorld)[0]_subj.74   -0.290498   0.0487608   -0.389962  -0.322815  -0.289754  -0.257041  -0.197858  0.000694731
v_C(whichWorld)[0]_subj.75   -0.304108   0.0487498   -0.403545  -0.335762  -0.302373  -0.270288  -0.212606  0.000810805
v_C(whichWorld)[0]_subj.76   -0.231797   0.0503696   -0.331338  -0.265123  -0.232218  -0.198041  -0.131464  0.000508519
v_C(whichWorld)[0]_subj.78   -0.266398     0.05843   -0.386696  -0.303472  -0.265231  -0.227531   -0.15296  0.000624219
v_C(whichWorld)[0]_subj.79   -0.225263   0.0582237   -0.337477  -0.263312  -0.226451  -0.188557    -0.1058  0.000619197
v_C(whichWorld)[0]_subj.80   -0.205526   0.0450736   -0.293378  -0.235808  -0.206236   -0.17594   -0.11407  0.000588698
v_C(whichWorld)[0]_subj.81   -0.259586   0.0430369   -0.345343  -0.287882  -0.259473  -0.230556  -0.176554  0.000471394
v_C(whichWorld)[0]_subj.82   -0.185858   0.0403781   -0.263039  -0.213227   -0.18679   -0.15946  -0.104048  0.000570823
v_C(whichWorld)[0]_subj.83   -0.256647   0.0429427   -0.342847  -0.285272  -0.256374  -0.227652  -0.173413  0.000425174
v_C(whichWorld)[0]_subj.84   -0.265145   0.0467416   -0.360021  -0.295253  -0.264243  -0.234283  -0.174953  0.000532242
v_C(whichWorld)[0]_subj.85   -0.222032   0.0571858   -0.334404  -0.259755  -0.222815  -0.184363  -0.107475  0.000601419
v_C(whichWorld)[0]_subj.86   -0.211811   0.0544901    -0.31469  -0.247951  -0.213438  -0.177135 -0.0995498  0.000524216
v_C(whichWorld)[0]_subj.88   -0.255743   0.0574879   -0.371716  -0.292669  -0.254968  -0.218197  -0.144451  0.000588786
v_C(whichWorld)[0]_subj.89   -0.279859   0.0500684   -0.381929  -0.312514  -0.278339   -0.24588  -0.185237  0.000711644
v_C(whichWorld)[0]_subj.90   -0.270855   0.0587505   -0.391702  -0.308895  -0.268589  -0.231285  -0.159007  0.000644175
v_C(whichWorld)[0]_subj.91   -0.266398   0.0478887   -0.363851  -0.296969  -0.265038  -0.234259  -0.176246  0.000504867
v_C(whichWorld)[0]_subj.92    -0.20423   0.0467912   -0.292366  -0.236648  -0.204697  -0.172799  -0.109354  0.000584191
v_C(whichWorld)[0]_subj.93   -0.296304   0.0524747   -0.404482  -0.330219  -0.294327   -0.26052  -0.198112  0.000863902
v_C(whichWorld)[0]_subj.94   -0.271623   0.0510359   -0.374754  -0.304986  -0.270835  -0.237437  -0.173519  0.000571744
v_C(whichWorld)[0]_subj.95    -0.29054   0.0559934   -0.407834  -0.326163   -0.28747  -0.252236  -0.186883  0.000838674
v_C(whichWorld)[0]_subj.96   -0.227372    0.046538   -0.318358  -0.258332  -0.227671  -0.196976  -0.134692  0.000429781
v_C(whichWorld)[0]_subj.97   -0.264552   0.0444757   -0.352887  -0.294313  -0.263766  -0.234248   -0.17923  0.000548885
v_C(whichWorld)[0]_subj.98   -0.157946   0.0549091   -0.258867  -0.195972  -0.159992  -0.122339 -0.0431042   0.00098636
v_C(whichWorld)[0]_subj.99   -0.215363   0.0527812   -0.318388  -0.250678  -0.216036  -0.180244  -0.111075  0.000648439
v_C(whichWorld)[0]_subj.100  -0.244695    0.056018   -0.355723  -0.281809  -0.244567  -0.208133  -0.132448  0.000494346
v_C(whichWorld)[1]            0.239239   0.0121489    0.215547   0.231178   0.239145   0.247348   0.263297  0.000236672
v_C(whichWorld)[1]_std       0.0741636   0.0129453   0.0500994  0.0652574  0.0737414  0.0824203   0.101158   0.00039347
v_C(whichWorld)[1]_subj.2     0.176912     0.07079   0.0314038   0.131809   0.178672   0.224263   0.309902  0.000808447
v_C(whichWorld)[1]_subj.3     0.256963   0.0612427    0.135971    0.21674   0.256567   0.297071   0.378274  0.000641923
v_C(whichWorld)[1]_subj.4     0.261916   0.0533245    0.156872   0.226533   0.261362   0.297724   0.366632   0.00052857
v_C(whichWorld)[1]_subj.6     0.212117   0.0631863   0.0863884   0.170619   0.213028   0.254855   0.333563  0.000636299
v_C(whichWorld)[1]_subj.7     0.236248   0.0675667    0.103124   0.192731   0.235965   0.280752   0.371362  0.000604736
v_C(whichWorld)[1]_subj.8      0.28003   0.0648118    0.154829   0.236569   0.278674   0.322043   0.412467  0.000675838
v_C(whichWorld)[1]_subj.9     0.131115   0.0586307   0.0113965  0.0933275    0.13266   0.170189   0.242424  0.000874453
v_C(whichWorld)[1]_subj.11    0.142101   0.0635381   0.0134827   0.100089   0.144147   0.185553   0.262128  0.000956634
v_C(whichWorld)[1]_subj.12    0.253265   0.0572175     0.14118   0.215106   0.253363   0.290676   0.367825   0.00050896
v_C(whichWorld)[1]_subj.13    0.274232   0.0592154    0.160559   0.234582   0.273591   0.313053   0.392661  0.000646307
v_C(whichWorld)[1]_subj.14      0.1533   0.0647135   0.0207512   0.111003   0.155783   0.197442   0.275066  0.000956208
v_C(whichWorld)[1]_subj.15    0.127992   0.0564389   0.0124066  0.0908689    0.12943   0.167015   0.234469  0.000814426
v_C(whichWorld)[1]_subj.16    0.245475   0.0523742    0.144947    0.20986   0.245419   0.281033   0.348593  0.000469634
v_C(whichWorld)[1]_subj.17    0.258865   0.0560422    0.150773   0.220908   0.257763   0.296304   0.370687  0.000518115
v_C(whichWorld)[1]_subj.18       0.294   0.0599108    0.177139   0.254161   0.293643    0.33295   0.414886  0.000677534
v_C(whichWorld)[1]_subj.19    0.224731   0.0580451    0.111194   0.185255   0.225681   0.263917   0.337588  0.000567132
v_C(whichWorld)[1]_subj.20    0.196219   0.0565688   0.0817351   0.158665   0.196704   0.234696   0.306183  0.000558259
v_C(whichWorld)[1]_subj.21    0.228148   0.0556126    0.117488   0.190952   0.228059   0.265356   0.335874  0.000507035
v_C(whichWorld)[1]_subj.22    0.240405   0.0607803     0.11944   0.200148    0.24099   0.280315   0.361033    0.0005613
v_C(whichWorld)[1]_subj.23    0.181238   0.0584391   0.0636009   0.143213   0.182141   0.220741   0.292927  0.000629085
v_C(whichWorld)[1]_subj.24    0.221963   0.0507179    0.120823   0.188009   0.222356   0.255937   0.322609  0.000480945
v_C(whichWorld)[1]_subj.25    0.239063   0.0674667    0.107146   0.194208   0.238825   0.283759    0.37286  0.000683547
v_C(whichWorld)[1]_subj.26    0.257037   0.0522384    0.154272   0.221838   0.257246   0.292268    0.35971  0.000447127
v_C(whichWorld)[1]_subj.27    0.239645   0.0543066    0.132282   0.204013    0.23925   0.276076    0.34556  0.000540166
v_C(whichWorld)[1]_subj.28     0.21446   0.0582448   0.0972375   0.176428   0.214548   0.253135   0.327096    0.0005709
v_C(whichWorld)[1]_subj.29    0.319523   0.0538708    0.216059   0.283191   0.318985   0.354356   0.429465  0.000684223
v_C(whichWorld)[1]_subj.30    0.302804    0.066229    0.177397   0.258109   0.301531   0.345226   0.437965  0.000829388
v_C(whichWorld)[1]_subj.31    0.223782   0.0467236    0.131396   0.192493   0.224489   0.254934   0.314254  0.000483567
v_C(whichWorld)[1]_subj.32    0.199478   0.0561149   0.0868262   0.162954   0.200646   0.236552   0.307939  0.000514622
v_C(whichWorld)[1]_subj.33    0.301097   0.0470172    0.210343   0.268837   0.300525   0.332739   0.394637  0.000607771
v_C(whichWorld)[1]_subj.34    0.247209   0.0560643    0.136259   0.210281   0.246542   0.284782   0.358511   0.00057164
v_C(whichWorld)[1]_subj.36    0.212074   0.0713686   0.0653106   0.167003   0.213789    0.25888   0.350872  0.000665772
v_C(whichWorld)[1]_subj.37    0.268504   0.0619017    0.146577   0.227504   0.267606   0.309703    0.39137  0.000611784
v_C(whichWorld)[1]_subj.38    0.310181   0.0519557    0.210767   0.274634   0.309512     0.3448    0.41535  0.000629911
v_C(whichWorld)[1]_subj.39    0.196909   0.0481208    0.101653   0.165003   0.196721   0.229568    0.29119  0.000420767
v_C(whichWorld)[1]_subj.40    0.215917   0.0519836     0.11282   0.181127   0.216119   0.250985   0.317017  0.000491866
v_C(whichWorld)[1]_subj.41    0.239952   0.0493618    0.142819   0.207086   0.239826    0.27253   0.337668  0.000457093
v_C(whichWorld)[1]_subj.42    0.223026   0.0411522    0.140995   0.195591    0.22358    0.25042   0.303154  0.000413146
v_C(whichWorld)[1]_subj.43      0.2084   0.0658617   0.0748631   0.165904   0.209926   0.252386   0.334584  0.000626386
v_C(whichWorld)[1]_subj.44    0.275048   0.0728368    0.137106   0.225963   0.272644   0.322303   0.425096  0.000644086
v_C(whichWorld)[1]_subj.45    0.147909   0.0385699   0.0728851   0.121472   0.148438   0.173857   0.222364  0.000485953
v_C(whichWorld)[1]_subj.46    0.317204    0.060086    0.205091   0.276091   0.315402   0.357352   0.437902  0.000816756
v_C(whichWorld)[1]_subj.47    0.333436   0.0664411    0.209232   0.287086   0.331285   0.376409   0.472199  0.000991668
v_C(whichWorld)[1]_subj.48    0.248467   0.0512338    0.147637   0.213598   0.248388   0.282801    0.35082  0.000405432
v_C(whichWorld)[1]_subj.49    0.254666   0.0518332     0.15302   0.220305   0.253965   0.288619   0.358554   0.00043085
v_C(whichWorld)[1]_subj.50    0.235206   0.0518592    0.134856   0.200017   0.235561   0.270028   0.337066   0.00049413
v_C(whichWorld)[1]_subj.51    0.270026   0.0452669    0.180011   0.239736   0.269929   0.300366   0.359951  0.000525983
v_C(whichWorld)[1]_subj.53    0.262799    0.058692     0.14668   0.223925    0.26248   0.301238   0.379797  0.000564037
v_C(whichWorld)[1]_subj.54    0.223581    0.062585   0.0999196   0.182503   0.223925   0.264718   0.345584  0.000567873
v_C(whichWorld)[1]_subj.55    0.185585   0.0539369   0.0770066    0.14997    0.18543   0.221948   0.290155  0.000587914
v_C(whichWorld)[1]_subj.56    0.221661   0.0363063    0.150574   0.197305   0.221678   0.246174   0.292264  0.000371112
v_C(whichWorld)[1]_subj.57    0.245105   0.0582438    0.132513   0.206306   0.244994   0.283096   0.361901  0.000473002
v_C(whichWorld)[1]_subj.58    0.321427   0.0538164    0.218078   0.284816   0.320607   0.356796   0.430699  0.000715362
v_C(whichWorld)[1]_subj.59     0.26685   0.0446297    0.180457   0.236465   0.266275   0.297134   0.354648  0.000452839
v_C(whichWorld)[1]_subj.60    0.248708   0.0614814     0.12864   0.207882   0.249206   0.288792   0.370057   0.00056864
v_C(whichWorld)[1]_subj.61    0.220953   0.0645004   0.0913351   0.178595   0.221408   0.264156   0.345753  0.000549409
v_C(whichWorld)[1]_subj.62    0.193559   0.0558586   0.0820689   0.156564   0.194297   0.231113   0.302146  0.000581599
v_C(whichWorld)[1]_subj.63     0.30511   0.0570753    0.196887   0.266343   0.304579   0.342492   0.420738   0.00065994
v_C(whichWorld)[1]_subj.64    0.327806    0.060163     0.21576   0.286099   0.326133   0.366542   0.452586  0.000885693
v_C(whichWorld)[1]_subj.65    0.320365   0.0691507    0.190533    0.27328   0.318058   0.366109   0.459397  0.000979475
v_C(whichWorld)[1]_subj.66    0.196541   0.0707627   0.0508834   0.151129   0.197867   0.244425   0.332201  0.000777674
v_C(whichWorld)[1]_subj.67     0.26695   0.0616373    0.145074    0.22581   0.266679   0.308188    0.39107  0.000567553
v_C(whichWorld)[1]_subj.68    0.251619   0.0512359    0.151311   0.217229   0.251794   0.285789   0.352493  0.000443693
v_C(whichWorld)[1]_subj.69    0.267774   0.0498685     0.17059   0.234624   0.267957   0.300833   0.366925  0.000581739
v_C(whichWorld)[1]_subj.70    0.234435   0.0495356    0.135318   0.201895   0.234885   0.267329   0.332295  0.000450057
v_C(whichWorld)[1]_subj.71    0.254144   0.0586575    0.139445   0.214605   0.254361   0.293512   0.369789  0.000544544
v_C(whichWorld)[1]_subj.72    0.340795   0.0549228    0.235875    0.30377   0.339638    0.37652   0.454555  0.000845929
v_C(whichWorld)[1]_subj.73    0.203329   0.0524699   0.0999308   0.168369   0.204003   0.238796   0.304691   0.00048577
v_C(whichWorld)[1]_subj.74    0.284659   0.0477101    0.194174   0.252168   0.283563   0.316594   0.380144  0.000513751
v_C(whichWorld)[1]_subj.75    0.117512   0.0506854   0.0157733  0.0835571   0.118327   0.152465   0.214457  0.000725004
v_C(whichWorld)[1]_subj.76    0.318541   0.0564209    0.210153   0.280228   0.317726    0.35617   0.432153  0.000716912
v_C(whichWorld)[1]_subj.78    0.227707   0.0634659     0.10096   0.185791   0.228441    0.26909   0.353263  0.000578174
v_C(whichWorld)[1]_subj.79     0.22004   0.0630121   0.0948567   0.177669   0.220909   0.262269   0.342867  0.000572356
v_C(whichWorld)[1]_subj.80    0.222142   0.0490899    0.126887   0.189763   0.221767   0.254889   0.319767  0.000494007
v_C(whichWorld)[1]_subj.81    0.270536   0.0473896    0.178715   0.238258   0.270304   0.301749   0.364828  0.000514081
v_C(whichWorld)[1]_subj.82    0.172736    0.040857   0.0916549   0.145224   0.173274   0.200697   0.251036  0.000388071
v_C(whichWorld)[1]_subj.83    0.157528   0.0549777    0.046295   0.121371   0.158296    0.19509    0.26233   0.00074554
v_C(whichWorld)[1]_subj.84    0.220002   0.0514892    0.120296   0.184767   0.219775   0.255293    0.32065  0.000489455
v_C(whichWorld)[1]_subj.85     0.20441   0.0623723   0.0805248   0.164764   0.205176   0.245654   0.326302  0.000617126
v_C(whichWorld)[1]_subj.86    0.249373   0.0608808    0.130512   0.209211    0.24858   0.288998   0.370773  0.000601744
v_C(whichWorld)[1]_subj.88    0.236776    0.067455    0.103815   0.192727   0.237056   0.280926   0.369163  0.000663602
v_C(whichWorld)[1]_subj.89    0.256342   0.0539661    0.151158   0.220375   0.255477   0.292229   0.363938  0.000502325
v_C(whichWorld)[1]_subj.90    0.202869   0.0657464    0.069428   0.159739   0.203403   0.246911   0.329041  0.000607214
v_C(whichWorld)[1]_subj.91    0.226301   0.0490605    0.129923    0.19367   0.226247   0.259339   0.323144  0.000468516
v_C(whichWorld)[1]_subj.92    0.258402    0.047236    0.165161   0.226587   0.258253   0.290135   0.351648  0.000488891
v_C(whichWorld)[1]_subj.93    0.249046   0.0528593    0.143778   0.213829   0.249808   0.284425   0.354209   0.00050583
v_C(whichWorld)[1]_subj.94    0.269849   0.0573631    0.159497    0.23107   0.269277   0.308117   0.384614  0.000560903
v_C(whichWorld)[1]_subj.95    0.266252   0.0564903     0.15483   0.228075   0.266117   0.303667   0.377335  0.000537534
v_C(whichWorld)[1]_subj.96    0.235209   0.0547501    0.127862   0.198645   0.235233   0.271651    0.34278  0.000476811
v_C(whichWorld)[1]_subj.97    0.298656   0.0515746    0.200813   0.263652   0.297441    0.33308   0.401154  0.000609371
v_C(whichWorld)[1]_subj.98      0.2334   0.0560112    0.122708   0.195837   0.233828   0.270802   0.343697  0.000593315
v_C(whichWorld)[1]_subj.99    0.189267   0.0652157   0.0563029   0.147367   0.191163   0.232622   0.313207   0.00068314
v_C(whichWorld)[1]_subj.100   0.199184   0.0622096   0.0733776    0.15809   0.201212   0.241075   0.317714   0.00061528
DIC: 42033.331479
deviance: 41725.803018
pD: 307.528461
